id_transaccion,id_tarjeta,id_comercio,fecha_transaccion,monto,puntos,canal,provincia
TRX0045673,TAR001712,COM00729,2025-03-15 06:51:54,2926249.42,3227,POS,Guanacaste
TRX0036571,TAR006392,COM01005,2026-02-23 14:23:12,103042.68,86,WEB,Heredia
TRX0029619,TAR005801,COM00405,2025-10-05 01:28:24,435653.84,393,POS,Puntarenas
TRX0040587,TAR003080,COM00532,2025-06-20 21:16:25,81964.13,81,POS, San José
TRX0031539,TAR004530,COM01113,2026-01-29 11:47:28,4124.29,4,POS,Puntarenas
TRX0045075,TAR001619,COM00799,2025-01-11 20:49:40,123111.55,104,APP,San José
TRX0015285,TAR007643,COM01475,2025-11-28 08:24:28,107607.16,106,POS,Guanacaste
TRX0027783,TAR009194,COM00263,2025-12-22 09:13:25,47971.95,53,POS,Cartago
TRX0045120,TAR003882,COM00508,2026-01-22 09:05:35,86879.22,85,POS,Heredia
TRX0018409,TAR007214,COM00314,2026-05-15 07:43:32,45470.87,41,POS,Heredia
TRX0040012,TAR006717,COM01068,2024-12-28 06:55:41,109148.92,105,POS,Alajuela
TRX0019720,TAR000291,COM00467,2026-04-21 15:22:22,83433.67,73,POS,San José
TRX0008134,TAR003736,COM00518,2024-07-27 12:51:34,57558.59,61,APP,Cartgago
TRX0046697,TAR000251,COM00513,2025-06-13 12:05:14,99184.99,101,POS,Puntarenas
TRX0042378,TAR003736,COM00281,2025-11-12 08:06:41,118332.89,114,WEB,Puntarenas
TRX0020358,TAR000041,COM01015,2025-10-02 02:46:36,10174.60,9,POS,San José
TRX0008642,TAR000110,COM01076,2025-03-31 08:49:58,147401.42,159,ATM,Puntarenas
TRX0008516,TAR005450,COM00961,2025-07-07 20:45:28,126293.17,143,APP,Hereda
TRX0035936,TAR004769,COM00630,2026-04-03 16:23:18,6576.92,5,WEB,San José
TRX0018443,TAR007360,COM01101,2025-12-17 22:20:13,146464.13,119,POS,Cartago
TRX0026179,TAR004437,COM00632,2025-10-28 19:47:57,43936.03,42,POS,San José
TRX0048655,TAR001062,COM01176,2026-03-11 05:49:19,83608.21,87,POS,Limón
TRX0042203,TAR008798,COM00900,2024-11-26 19:03:14,684452.84,667,POS,Alajuela
TRX0011870,TAR008014,COM01011,2026-06-22 12:27:17,5974.77,5,APP,Limón
TRX0041222,TAR003319,COM01131,2026-03-21 20:04:34,105905.30,116,APP,Heredia
TRX0030285,TAR004631,COM00767,2025-05-28 15:28:33,431986.01,388,WEB,Heredia
TRX0001338,TAR001769,COM00428,2024-07-22 02:20:46,93877.54,96,WEB,Heredia
TRX0026812,TAR005780,COM01082,2026-03-25 23:05:43,108435.93,103,WEB,Limón
TRX0043259,TAR007615,COM00861,2026-03-10 19:15:47,622745.94,674,WEB,Cartgago
TRX0021747,TAR008994,COM00900,2025-11-04 12:18:24,717122.71,638,ATM,Alajuela
TRX0014136,TAR003355,COM01482,2025-04-20 15:28:05,340362.88,322,POS,San José
TRX0011737,TAR003738,COM00662,2026-05-29 04:39:35,63303.98,74,POS,Cartago
TRX0019954,TAR008039,COM00246,2025-09-27 23:35:05,11060.25,10,POS,Heredia
TRX0035593,TAR009376,COM00597,2024-08-27 11:06:51,118580.46,119,WEB,Limón
TRX0040316,TAR005479,COM00569,2025-06-04 08:30:59,407356.20,409,APP,Cartago
TRX0008283,TAR003569,COM01126,2026-06-03 05:45:56,37784.25,43,APP,Cartago
TRX0019227,TAR009388,COM00578,2026-01-26 22:04:27,112243.79,94,APP,Limón
TRX0018005,TAR009835,COM01421,2024-09-21 19:37:04,4180.44,5,APP,Limón
TRX0003176,TAR001309,COM00838,2025-05-05 05:24:14,86733.21,87,APP,Puntarenas
TRX0038729,TAR008741,COM00777,2026-02-10 02:24:05,229244.00,240,POS,Guanacaste
TRX0009982,TAR003166,COM00586,2025-11-01 20:00:16,115870.08,133,POS,Hereda
TRX0035920,TAR003298,COM00740,2026-03-31 01:28:43,311266.50,264,APP,Heredia
TRX0025083,TAR004870,COM01375,2025-04-08 06:08:57,96143.52,91,POS,Cartago
TRX0013943,TAR005475,COM00028,2025-05-23 09:45:28,72045.58,85,POS,Limón
TRX0037509,TAR003514,COM01065,2025-04-02 07:19:48,8998.85,8,POS,Puntarenas
TRX0041506,TAR006332,COM00547,2024-09-10 09:47:32,178475.73,163,WEB,Puntarenas
TRX0037496,TAR006147,COM01484,2026-05-05 08:09:35,113066.92,133,POS,Guanacaste
TRX0010746,TAR001766,COM00337,2025-10-30 16:06:56,469281.72,527,POS,ALAJUELA
TRX0011315,TAR007409,COM00504,2025-05-16 20:38:49,45966.28,47,ATM,Cartago
TRX0000845,TAR007402,COM01099,2025-07-11 01:38:51,302972.62,250,POS,Puntarenas
TRX0018924,TAR003273,COM00996,2025-06-06 15:08:39,229843.88,264,APP,San José
TRX0038684,TAR003468,COM01232,2026-04-28 20:29:42,100726.50,112,POS,Puntarenas
TRX0045067,TAR004042,COM01051,2025-02-28 01:28:36,55777.72,51,ATM,Puntarenas
TRX0022535,TAR006204,COM00431,2025-08-19 03:39:29,33954.99,30,WEB,Guanacaste
TRX0011764,TAR007282,COM00908,2024-10-02 21:46:54,96385.91,87,POS,Limón
TRX0014713,TAR004960,COM00554,2024-12-29 13:52:09,2299.04,2,APP,Guanacaste
TRX0037159,TAR001937,COM00856,2026-04-07 10:03:06,387998.62,340,APP,Guanacaste
TRX0021514,TAR005671,COM00588,2024-10-24 00:32:11,10449.28,9,POS,Heredia
TRX0042901,TAR005729,COM00106,2024-09-02 13:46:21,161932.45,190,ATM,San José
TRX0022465,TAR009801,COM00723,2025-07-20 20:24:59,89961.84,89,POS,Heredia
TRX0038653,TAR000352,COM00828,2026-03-24 13:28:45,30408.73,33,POS,Cartgago
TRX0010084,TAR004100,COM01142,2025-08-06 22:28:36,200858.74,193,WEB,Heredia
TRX0028195,TAR004734,COM00674,2026-04-17 13:45:58,134226.97,112,APP,Heredia
TRX0026369,TAR005282,COM00816,2026-05-18 06:31:25,33172.64,31,WEB,San José
TRX0038469,TAR003137,COM01343,2025-11-29 06:14:37,232862.63,213,APP,Guanacaste
TRX0043796,TAR009080,COM00430,2026-03-09 19:15:12,504371.95,559,POS,Puntarenas
TRX0040515,TAR007946,COM00992,2025-02-13 13:15:12,119602.27,107,POS,Heredia
TRX0001790,TAR004081,COM00069,2025-12-05 19:20:30,140927.61,127,WEB,Cartago
TRX0040699,TAR002010,COM01063,2025-01-02 20:25:40,62849.25,66,APP,Puntarenas
TRX0012795,TAR001742,COM00776,2025-11-09 17:22:11,105990.91,91,APP,Alajuela
TRX0046872,TAR001817,COM01183,2026-04-09 16:19:51,194096.76,187,POS,Puntarenas
TRX0010926,TAR007725,COM01248,2025-04-02 14:33:38,430930.40,383,WEB,Cartago
TRX0002295,TAR003113,COM00434,2026-05-23 17:11:22,119077.83,114,WEB,Alajuela
TRX0019445,TAR001991,COM01260,2025-06-16 13:32:56,181854.68,206,ATM,San José
TRX0026055,TAR003698,COM00031,2025-07-29 06:15:54,21250.02,22,POS,Cartago
TRX0043330,TAR005819,COM01142,2026-01-15 21:37:14,85839.23,92,WEB,Heredia
TRX0033145,TAR003781,COM01113,2025-12-09 17:11:52,24228.54,23,POS,Puntarenas
TRX0005352,TAR004668,COM00618,2026-05-23 16:05:39,84802.43,74,WEB,san josé
TRX0042236,TAR003457,COM00731,2025-06-17 02:55:52,7987.05,9,APP,Limón
TRX0041938,TAR007844,COM01351,2024-07-06 17:40:01,17795.48,15,WEB,Guanacaste
TRX0024397,TAR004737,COM01190,2025-02-27 09:40:04,328283.73,349,APP,Alajuela
TRX0037542,TAR001632,COM00416,2026-03-24 22:17:21,52370.96,45,POS,Limón
TRX0042238,TAR006218,COM01076,2024-12-26 02:08:53,695947.25,585,POS,Puntarenas
TRX0024170,TAR003506,COM00326,2024-08-14 02:08:00,128181.65,107,APP,Alajuela
TRX0026012,TAR008496,COM00202,2025-12-04 02:01:00,355431.56,286,ATM,Heredia
TRX0030255,TAR008568,COM01134,2026-02-17 12:29:43,32201.23,27,APP,Heredia
TRX0002310,TAR001561,COM01484,2026-03-01 22:32:07,69225.66,62,WEB,Guanacaste
TRX0033016,TAR007180,COM00986,2026-01-30 11:19:26,6837.33,6,POS,alajuela
TRX0023392,TAR009683,COM00509,2026-06-20 01:40:59,63995.58,63,WEB,Puntarenas
TRX0034625,TAR005475,COM00690,2025-06-25 22:53:42,135659.27,125,POS,Cartago
TRX0036726,TAR007125,COM00673,2025-12-20 06:01:39,41720.97,39,ATM,Guanacaste
TRX0024181,TAR004268,COM01464,2025-11-19 01:33:56,768757.72,697,WEB,Limón
TRX0000731,TAR005914,COM00838,2026-06-14 14:57:51,142779.04,137,POS,Puntarenas
TRX0036913,TAR001572,COM01195,2026-05-14 04:09:56,21625.36,19,POS,Heredia
TRX0044705,TAR006229,COM01029,2025-12-15 05:17:18,144811.37,159,POS,Puntarenas
TRX0040850,TAR004751,COM00984,2025-03-23 03:17:55,44685.42,36,APP,Limón
TRX0023220,TAR007867,COM01106,2025-10-09 06:16:52,127242.54,135,APP,Heredia
TRX0023343,TAR000039,COM00413,2026-02-18 10:46:44,134644.42,131,POS,Alajuela
TRX0035397,TAR001662,COM00014,2024-12-03 02:47:34,115859.00,102,POS,Alajuela
TRX0018502,TAR003123,COM00003,2025-05-14 10:21:32,298761.41,328,POS,Hereda
TRX0043776,TAR003873,COM01490,2025-01-12 11:26:47,19217.25,22,POS,Guanacaste
TRX0049083,TAR001269,COM00365,2026-06-15 14:40:03,69617.15,69,POS,Puntarenas
TRX0024627,TAR006395,COM00630,2026-04-20 12:13:35,313229.90,300,WEB,San José
TRX0031675,TAR007666,COM01406,2025-10-29 12:47:51,375611.39,403,APP,san josé
TRX0036920,TAR008104,COM00118,2024-10-24 03:12:38,127508.11,151,POS,Guanacaste
TRX0006861,TAR001028,COM00343,2026-03-09 01:14:52,66243.61,73,POS,Cartago
TRX0027472,TAR001373,COM01003,2024-12-17 03:09:11,84779.80,71,WEB,Hereda
TRX0002477,TAR008829,COM00249,2024-08-29 01:24:30,757847.23,821,POS,Limón
TRX0007801,TAR003356,COM00760,2025-02-12 20:53:53,142791.21,170,POS,San José
TRX0001379,TAR008365,COM00125,2025-03-11 08:26:31,139818.27,112,POS,Puntarenas
TRX0001339,TAR007710,COM00740,2025-06-04 19:45:59,149281.41,122,POS,Heredia
TRX0003066,TAR005891,COM00862,2026-04-01 13:27:16,96705.47,95,POS,Cartago
TRX0020374,TAR006639,COM00947,2025-06-07 18:32:03,28255.03,30,WEB,Cartago
TRX0044769,TAR000467,COM01154,2025-09-01 03:19:23,54014.11,55,POS,Puntarenas
TRX0039939,TAR000580,COM01338,2026-05-25 01:13:40,194002.46,170,WEB,Hereda
TRX0016484,TAR006299,COM00657,2025-09-01 10:00:50,144406.54,152,WEB,Limón
TRX0017628,TAR006194,COM00453,2025-06-28 00:24:38,587608.28,472,POS,Guanacaste
TRX0032054,TAR000941,COM01106,2025-12-09 07:45:37,73191.23,64,ATM,Heredia
TRX0004207,TAR000527,COM00686,2024-12-01 03:05:51,460213.82,486,WEB,SAN JOSE
TRX0033248,TAR002039,COM00715,2026-06-09 07:18:11,119159.46,130,POS,Guanacaste
TRX0027584,TAR009079,COM00409,2024-11-07 11:36:43,13828.75,13,ATM,Heredia
TRX0031629,TAR003761,COM00857,2025-06-04 04:07:28,147991.50,145,POS,Hereda
TRX0020852,TAR007808,COM00067,2026-05-12 06:06:28,62099.44,66,POS,PUNTARENAS
TRX0007412,TAR007922,COM00101,2025-10-24 21:46:40,28465.63,23,POS,Puntarenas
TRX0022478,TAR002388,COM01178,2025-07-20 20:45:50,401048.79,477,WEB,Puntarenas
TRX0033808,TAR005542,COM00223,2025-03-18 07:31:30,60625.86,69,POS,Alajuela
TRX0028572,TAR000534,COM01267,2025-02-01 12:23:43,258646.92,273,POS,Puntarenas
TRX0001351,TAR000214,COM00455,2024-10-14 06:47:31,57393.59,56,APP,Guanacaste
TRX0004900,TAR008519,COM00500,2025-05-07 08:17:46,94733.77,102,POS,hereda
TRX0004871,TAR000689,COM00967,2025-08-10 17:52:10,870853.92,1007,APP,Guanacaste
TRX0015817,TAR004764,COM01384,2026-01-21 22:24:38,47525.08,41,POS,guanacaste
TRX0021362,TAR001210,COM00853,2026-05-15 11:38:45,196277.34,226,POS,Hereda
TRX0031189,TAR008697,COM00669,2026-06-03 15:38:50,103324.71,108,POS,San José
TRX0013400,TAR004241,COM00619,2026-04-29 07:32:44,98896.55,105,APP,CARTGAGO
TRX0041950,TAR006216,COM00611,2026-02-18 04:08:01,22826.03,27,APP,San José
TRX0039631,TAR003185,COM00990,2024-09-14 12:18:47,22776.74,26,POS,Limón
TRX0018907,TAR003041,COM00843,2026-01-08 20:14:38,133678.86,137,APP,Limón
TRX0025262,TAR000153,COM00802,2025-01-11 16:56:13,127536.71,117,WEB,Heredia
TRX0029318,TAR001039,COM01129,2025-11-23 05:11:25,2978064.76,3105,APP,Heredia
TRX0028107,TAR006836,COM00347,2025-05-01 13:08:29,491138.94,473,WEB,LIMON
TRX0009413,TAR009156,COM00663,2024-09-22 16:20:58,16908.16,19,POS,Alajuela
TRX0041532,TAR004001,COM00134,2025-12-01 13:55:01,98812.45,92,WEB,Guanacaste
TRX0020372,TAR001415,COM00091,2024-10-16 01:21:09,177444.41,160,POS,Puntarenas
TRX0020027,TAR005174,COM01290,2024-08-16 12:56:25,240111.30,205,POS,Heredia
TRX0037130,TAR008066,COM01265,2026-02-12 07:44:14,304360.53,260,APP,Guanacaste
TRX0014259,TAR007900,COM01384,2024-06-29 20:14:36,358913.35,363,POS,guanacaste
TRX0002913,TAR001208,COM00819,2026-04-20 14:00:48,42436.92,36,POS,Limón
TRX0008690,TAR009456,COM00596,2025-02-19 20:46:52,214455.32,213,ATM,Puntarenas
TRX0013471,TAR000557,COM01231,2025-06-10 14:08:30,115019.19,122,POS,San José
TRX0034273,TAR004293,COM01063,2025-10-02 12:12:36,157472.85,148,POS,Puntarenas
TRX0012892,TAR006830,COM00184,2025-07-15 01:35:11,401549.27,377,APP,Limón
TRX0039597,TAR003260,COM00137,2024-09-25 12:25:21,58331.21,64,POS,Guanacaste
TRX0031971,TAR008679,COM00950,2025-10-07 16:07:12,118744.72,128,ATM,Limón
TRX0007226,TAR008098,COM00754,2026-04-09 01:14:02,125859.98,118,POS,Cartago
TRX0001058,TAR004088,COM00891,2026-03-07 20:39:19,42599.48,38,POS,Guanacaste
TRX0011376,TAR008040,COM00104,2025-12-14 18:39:23,85410.46,73,POS,Cartago
TRX0011430,TAR000462,COM00014,2026-01-07 17:15:11,29783.83,28,POS,Alajuela
TRX0032970,TAR008419,COM00568,2025-09-08 08:25:25,134619.74,136,APP,Cartago
TRX0034628,TAR006081,COM00942,2025-11-01 17:09:13,122454.24,124,ATM,Alajuela
TRX0001096,TAR002242,COM01283,2024-12-14 17:40:02,17537.04,16,APP,Puntarenas
TRX0005892,TAR000713,COM00289,2026-01-19 23:33:14,221125.24,178,POS,Puntarenas
TRX0005008,TAR007538,COM00154,2025-12-17 20:06:13,84369.81,77,POS,LIMON
TRX0005314,TAR007381,COM00666,2025-01-20 12:16:16,101682.88,114,POS,Alajuela
TRX0011390,TAR005921,COM01297,2026-03-26 19:11:02,1479.81,1,WEB,Limón
TRX0047199,TAR002334,COM00029,2025-08-18 06:34:11,2823733.09,2937,POS,Heredia
TRX0027000,TAR003875,COM00192,2024-12-31 03:31:56,74525.30,70,ATM,Limón
TRX0026625,TAR005657,COM00750,2024-11-06 02:30:03,357554.54,298,POS,Limón
TRX0009969,TAR002375,COM00369,2026-04-15 06:59:27,260498.03,276,APP,San José
TRX0041270,TAR000205,COM01149,2024-12-03 17:28:55,586152.78,631,POS,Puntarenas
TRX0002499,TAR004354,COM00586,2025-12-16 07:03:09,34201.60,34,WEB,Hereda
TRX0002103,TAR001111,COM00123,2026-05-23 08:36:09,851229.42,1002,APP,Cartago
TRX0028555,TAR002099,COM01363,2026-05-15 16:29:17,124313.76,103,WEB,Limón
TRX0039926,TAR003717,COM00300,2025-10-15 14:35:16,131609.94,135,APP,Heredia
TRX0031086,TAR002814,COM00367,2026-05-17 06:40:27,44271.85,47,POS,Cartago
TRX0008185,TAR004037,COM01121,2026-06-03 06:03:55,272681.17,295,POS,Alajuela
TRX0003054,TAR005266,COM01184,2025-02-06 10:56:29,128774.63,108,APP,Cartago
TRX0040795,TAR007924,COM01129,2026-06-12 13:36:22,19592.49,17,APP,Hereda
TRX0026680,TAR002919,COM00714,2025-11-30 08:52:40,39932.77,42,POS,San José
TRX0047296,TAR006200,COM00783,2025-11-16 01:16:25,32373.71,35,POS,San José
TRX0027030,TAR008227,COM00694,2025-08-11 07:20:18,140451.15,167,ATM,San José
TRX0032530,TAR009899,COM00871,2025-12-27 21:29:18,8860.50,7,APP,Puntarenas
TRX0032762,TAR007438,COM01022,2025-07-18 13:37:38,109659.64,108,POS,San José
TRX0023711,TAR008047,COM00552,2025-12-12 19:03:50,37625.13,41,ATM,San José
TRX0000312,TAR002162,COM00516,2024-06-23 09:49:54,204803.57,205,APP,Guanacaste
TRX0027723,TAR004448,COM00479,2024-10-07 19:07:19,111510.22,90,POS,Cartago
TRX0046793,TAR005143,COM01147,2026-02-07 01:17:19,56595.83,54,WEB,Alajuela
TRX0025639,TAR002454,COM00900,2026-03-26 11:57:34,98747.99,81,WEB,Alajuela
TRX0009318,TAR005301,COM00899,2024-10-19 00:58:47,114198.54,107,POS,Limón
TRX0013112,TAR008658,COM00740,2025-11-15 04:12:42,79896.51,79,WEB,Hereda
TRX0011939,TAR005795,COM01429,2025-03-26 22:18:11,674451.78,731,APP,cartago
TRX0022408,TAR002913,COM00227,2025-09-16 11:51:15,92439.37,108,POS,Alajuela
TRX0004063,TAR004328,COM00918,2026-03-09 01:00:57,354690.25,408,POS,Cartago
TRX0020997,TAR000902,COM00176,2024-12-06 11:43:26,166098.91,194,ATM, Hereda
TRX0046829,TAR008528,COM01058,2024-11-01 08:00:03,121768.99,126,POS,Puntarenas
TRX0034820,TAR004981,COM00590,2024-11-29 05:54:57,316470.45,278,APP,San José
TRX0007494,TAR009474,COM00985,2024-10-31 06:44:03,56997.81,62,POS,Cartago
TRX0038725,TAR007015,COM00840,2026-01-27 15:34:33,839529.61,673,POS,Cartago
TRX0044967,TAR003196,COM00286,2026-04-03 16:44:19,132678.98,123,WEB,Heredia
TRX0011800,TAR006357,COM00891,2025-11-20 14:55:34,94062.29,96,WEB, Guanacaste
TRX0003463,TAR009049,COM00292,2025-07-04 23:48:17,28410.42,29,APP,San José
TRX0045725,TAR005462,COM00706,2025-07-24 07:45:57,83740.36,90,APP,San José
TRX0019560,TAR001042,COM00079,2025-03-27 00:03:08,249842.41,218,POS,Puntarenas
TRX0048923,TAR000330,COM00526,2025-06-19 10:40:48,144915.77,157,WEB,Puntarenas
TRX0033558,TAR006171,COM00685,2026-01-09 09:05:49,31595.25,26,ATM,Limón
TRX0006117,TAR003389,COM00415,2025-06-25 13:39:43,381430.68,455,POS,Cartago
TRX0046183,TAR003918,COM00349,2025-08-08 08:08:30,127413.54,123,POS,Cartago
TRX0048313,TAR005234,COM00303,2024-10-02 18:29:13,328810.64,360,WEB,Cartgago
TRX0026955,TAR007942,COM00339,2025-07-29 10:24:49,523838.92,579,POS,Puntarenas
TRX0013722,TAR002442,COM01349,2025-01-07 16:11:43,62999.24,62,POS,San José
TRX0045707,TAR003353,COM01324,2026-03-24 19:23:10,328573.90,285,WEB,Alajuela
TRX0049090,TAR008117,COM00121,2024-12-23 22:20:27,467124.49,518,POS,San José
TRX0021254,TAR009870,COM00203,2025-12-03 15:15:38,727811.50,792,WEB,Cartago
TRX0006525,TAR002046,COM00900,2025-09-09 11:11:33,770029.03,799,POS,Alajuela
TRX0034587,TAR002213,COM01451,2024-06-27 14:02:54,44455.89,51,APP,Alajuela
TRX0007750,TAR004982,COM00232,2025-02-23 02:45:35,206729.00,241,ATM, Limón
TRX0028486,TAR004871,COM01197,2025-09-07 19:39:12,148578.16,171,WEB,Alajuela
TRX0005024,TAR007079,COM00710,2024-12-11 02:39:55,41847.61,47,ATM,cartago
TRX0026850,TAR009276,COM00042,2025-03-20 09:36:38,69845.01,70,POS,Heredia
TRX0008569,TAR003054,COM01224,2025-04-18 16:52:18,148137.68,134,APP,San José
TRX0002015,TAR001384,COM01067,2026-02-17 15:21:21,347469.21,358,ATM,Limón
TRX0046046,TAR006642,COM00965,2025-09-23 02:03:35,77382.78,66,ATM,Alajuela
TRX0035034,TAR009105,COM00450,2026-04-02 20:35:38,115891.35,103,ATM,Cartago
TRX0018626,TAR006354,COM01116,2025-12-20 13:36:05,148016.25,149,POS,Guanacaste
TRX0039942,TAR004606,COM00281,2026-04-22 07:56:40,146806.33,136,APP,Puntarenas
TRX0016674,TAR003974,COM00990,2025-05-22 16:23:48,10335.76,11,APP,Limón
TRX0043029,TAR000990,COM00794,2025-10-23 08:29:44,86804.13,80,ATM,Puntarenas
TRX0026764,TAR006398,COM01385,2025-01-25 01:06:59,826044.95,784,POS,Guanacaste
TRX0030662,TAR004938,COM00171,2026-01-04 17:28:15,67904.71,80,APP,Heredia
TRX0009662,TAR000698,COM00840,2025-06-08 19:46:54,349227.59,418,ATM,Cartago
TRX0022111,TAR000256,COM00198,2026-06-10 16:23:47,47917.16,41,APP,Alajuela
TRX0028530,TAR003424,COM00831,2026-02-22 03:05:53,53521.00,61,POS,Guanacaste
TRX0028117,TAR009599,COM00492,2026-01-26 19:08:16,2835106.20,2442,POS,Puntarenas
TRX0007110,TAR005730,COM01409,2024-09-26 01:47:10,481949.48,407,POS,Puntarenas
TRX0007918,TAR004867,COM00576,2024-09-26 04:25:03,29198.94,34,POS,San José
TRX0005039,TAR001547,COM00975,2025-02-10 17:16:04,1251549.53,1165,APP,Puntarenas
TRX0020769,TAR003474,COM00016,2026-02-21 08:04:49,2156214.04,2403,APP,San José
TRX0009862,TAR000231,COM00256,2025-01-16 22:19:07,1046709.03,1045,ATM,Puntarenas
TRX0012206,TAR002910,COM00978,2024-10-16 10:36:06,353807.35,333,POS,Puntarenas
TRX0017491,TAR003578,COM00208,2025-02-09 14:30:05,58967.10,53,POS,Puntarenas
TRX0010620,TAR008622,COM01255,2026-06-19 10:12:44,337103.20,383,WEB,GUANACASTE
TRX0012503,TAR006490,COM00783,2025-07-04 01:27:03,138280.40,145,APP,San José
TRX0019820,TAR004571,COM00348,2026-05-14 05:57:47,132600.98,144,POS,Puntarenas
TRX0027456,TAR004316,COM00460,2024-10-21 10:15:43,99162.44,103,POS,Cartago
TRX0010335,TAR003448,COM00300,2026-04-20 06:10:29,223853.81,203,WEB,Heredia
TRX0034488,TAR007130,COM01448,2026-03-12 09:55:52,355804.82,399,WEB,Limón
TRX0025683,TAR003765,COM01038,2025-03-27 18:28:05,271374.39,241,POS,San José
TRX0021672,TAR002784,COM00475,2025-02-11 10:55:39,79923.12,81,APP,Guanacaste
TRX0047843,TAR008923,COM01340,2026-01-11 09:01:38,36713.27,30,WEB,San José
TRX0013130,TAR008467,COM01298,2025-10-21 23:17:40,165245.57,136,POS,Puntarenas
TRX0045694,TAR001139,COM00999,2026-04-02 21:51:52,1451861.58,1194,POS,Heredia
TRX0044006,TAR002736,COM00251,2024-12-05 17:59:54,33594.51,27,WEB,Guanacaste
TRX0015989,TAR004651,COM00248,2024-07-07 05:20:52,186831.29,200,POS,Heredia
TRX0007176,TAR007223,COM01246,2025-01-06 06:25:17,94644.93,104,POS,San José
TRX0036214,TAR003871,COM01499,2024-08-03 06:56:50,58932.10,59,WEB,San José
TRX0034616,TAR000361,COM00385,2025-05-04 05:10:36,143776.50,115,APP,Cartgago
TRX0021840,TAR003911,COM01138,2024-08-22 19:08:27,29662.73,26,WEB,Limón
TRX0028725,TAR006334,COM00331,2025-04-12 23:15:06,457808.78,386,APP,Alajuela
TRX0038776,TAR000054,COM00104,2026-02-11 06:38:19,633333.01,614,POS,Cartago
TRX0010429,TAR004576,COM00896,2026-05-28 14:02:21,844074.74,959,APP,Limón
TRX0016472,TAR000461,COM00453,2024-11-10 08:26:06,24254.25,24,POS,Guanacaste
TRX0031193,TAR007101,COM00569,2026-04-02 13:27:13,147552.79,151,WEB,Cartago
TRX0018077,TAR003514,COM00947,2026-03-16 11:52:19,31567.61,27,POS,Cartago
TRX0013846,TAR009508,COM01259,2026-06-18 02:38:40,136180.40,161,APP,Heredia
TRX0015517,TAR005804,COM01071,2025-03-30 03:03:28,147110.24,154,WEB,Heredia
TRX0008059,TAR009996,COM00561,2025-02-07 15:12:20,149068.89,141,POS, San José
TRX0016396,TAR002645,COM00098,2025-11-16 22:34:29,333003.12,369,POS,Puntarenas
TRX0038830,TAR000736,COM00931,2025-09-16 19:25:48,16274.31,17,ATM,Hereda
TRX0031893,TAR009963,COM00765,2024-07-20 02:37:13,148105.28,149,WEB,Heredia
TRX0036664,TAR001466,COM00608,2025-04-05 06:09:00,18420.53,21,APP,San José
TRX0005437,TAR003205,COM01342,2024-06-24 14:37:59,180637.41,152,ATM,Guanacaste
TRX0008899,TAR000411,COM00267,2025-10-23 06:30:48,1688400.88,1845,ATM,Cartago
TRX0003309,TAR009022,COM00303,2025-07-03 18:02:55,62943.03,75,POS,Cartago
TRX0007899,TAR003723,COM01287,2026-06-15 21:21:48,209646.45,168,POS,Heredia
TRX0028690,TAR005067,COM00211,2026-03-06 05:34:56,369253.38,303,APP,Cartago
TRX0000740,TAR004901,COM00882,2024-08-31 12:56:57,147161.82,134,POS,Cartago
TRX0005605,TAR007674,COM00529,2025-01-31 21:36:16,16245.24,16,POS,Guanacaste
TRX0019984,TAR000096,COM00448,2024-07-01 03:41:19,657582.90,625,WEB,Puntarenas
TRX0039424,TAR005467,COM00753,2025-05-17 14:51:18,351921.75,363,POS,Heredia
TRX0010571,TAR001821,COM00679,2024-10-02 20:07:57,102629.25,101,APP,San José
TRX0014611,TAR005000,COM00792,2026-05-27 23:46:54,259921.84,225,APP,San José
TRX0014332,TAR001076,COM00482,2026-04-23 00:47:05,564519.12,513,POS,Hereda
TRX0046049,TAR009602,COM00019,2025-08-14 22:52:54,106205.59,112,APP,Cartago
TRX0043580,TAR005881,COM00737,2026-05-25 22:26:01,13864.63,15,POS,Guanacaste
TRX0038306,TAR009831,COM01309,2025-12-19 00:37:50,53645.45,52,POS,Limón
TRX0021838,TAR006848,COM00215,2026-03-16 11:26:59,291726.70,312,APP,Heredia
TRX0045623,TAR003436,COM01251,2026-05-19 10:12:23,44190.07,52,WEB,Alajuela
TRX0046245,TAR004916,COM00958,2026-06-17 02:49:32,77661.36,89,POS,Limón
TRX0046560,TAR007709,COM00360,2025-08-30 08:41:45,28666.40,31,WEB,Alajuela
TRX0000919,TAR005692,COM00938,2026-04-15 02:25:48,364752.84,389,WEB,Hereda
TRX0003361,TAR000599,COM00170,2026-04-24 12:55:34,478984.82,450,APP,Alajuela
TRX0021389,TAR009647,COM00686,2026-01-08 08:43:16,879047.35,795,APP,San José
TRX0012097,TAR000675,COM00345,2026-04-30 00:17:12,22193.60,26,ATM,Heredia
TRX0008643,TAR002662,COM00364,2025-04-07 09:25:39,123246.40,125,POS,Puntarenas
TRX0048654,TAR001716,COM00625,2025-12-12 04:58:51,29352.39,30,WEB,Guanacaste
TRX0003894,TAR004453,COM01236,2025-12-29 23:12:42,243190.08,235,APP,Puntarenas
TRX0003500,TAR006485,COM01322,2025-09-01 00:09:48,126572.02,125,WEB,Cartago
TRX0013086,TAR008992,COM01206,2024-11-11 13:53:19,61863.83,71,ATM,Puntarenas
TRX0031917,TAR007812,COM00195,2025-11-01 08:04:48,86860.95,82,APP,puntarenas
