id_tarjeta,id_cliente,tipo_tarjeta,emisor,categoria_tarjeta,limite_credito,estado_tarjeta,fecha_emision
TAR006870,CLI000250,Crédito,American Express,Oro,953976.85,Activa,2021-03-23
TAR004253,CLI000353,Débito,American Express,Oro,1176083.03,Activa,2021-11-12
TAR003165,CLI007070,Crédito,AMERICAN EXPRESS,Oro,797091.35,Inactiva,2019-05-02
TAR002963,CLI003685,Crédito,Mastercard,Oro,894574.84,Activa,2020-08-21
TAR004248,CLI003635,Crédito,Mastercard,Clásica,244289.29,Activa,2024-06-02
TAR008370,CLI003090,Crédito,Mastercard,Clásica,203697.01,Activa,2017-10-13
TAR006988,CLI002205,Débito,Mastercad,Oro,548287.00,Activa,2021-07-06
TAR006759,CLI006456,Crédito,Visa,Clásica,420560.52,Activa,2023-08-25
TAR003870,CLI004797,Crédito,American Express,Clásica,483268.06,Activa,2022-09-19
TAR009412,CLI007247,Crédito,Visa,Clásica,246712.81,Activa,2024-08-08
TAR005853,CLI004808,Crédito,Visa,Platino,2519391.37,Activa,2025-08-10
TAR004353,CLI000141,Crédito,Visa,Clásica,387312.58,Activa,2016-08-31
TAR002780,CLI000400,Crédito,Mastercard,Platino,3256779.98,Inactiva,2023-03-23
TAR000603,CLI006172,Crédito,Mastercad,Clásica,341890.55,Activa,2020-11-20
TAR003471,CLI005736,Crédito,American Express,Clásica,289367.44,Inactiva,2019-06-12
TAR000410,CLI005870,Crédito,Mastercard,Clásica,355436.19,Activa,2024-01-14
TAR008201,CLI005940,Débito,Mastercard,Clásica,142844.57,Activa,2025-04-07
TAR009890,CLI000405,Crédito,Visa,Oro,883109.83,Activa,2016-11-28
TAR004747,CLI001110,Débito,Mastercard,Oro,703462.24,Activa,2024-10-18
TAR003723,CLI004415,Crédito, Visa,Oro,1410659.94,Activa,2023-05-10
TAR008714,CLI002029,Débito,Mastercard,Clásica,204359.53,Activa,2019-06-02
TAR009117,CLI002333,Débito,Visa,Oro,675588.97,Activa,2024-05-15
TAR008165,CLI006063,Débito,Mastercard,Platino,2256075.06,Inactiva,2022-01-26
TAR005657,CLI006893,Crédito,American Express,Oro,1326648.20,Activa,2020-01-08
TAR007736,CLI001311,Crédito,Visa,Clásica,177440.44,Activa,2020-02-23
TAR001411,CLI005141,Débito,Visa,Clásica,498882.50,Activa,2022-04-27
TAR009379,CLI004287,Crédito,Visa,Clásica,464238.52,Activa,2024-05-25
TAR007201,CLI002132,Crédito,Visa,Platino,1616642.79,Activa,2019-05-02
TAR004671,CLI007366,Crédito,Mastercard,Clásica,108471.89,Activa,2018-11-06
TAR006606,CLI006967,Débito,Mastercard,Oro,1070945.91,Activa,2021-01-02
TAR000751,CLI000597,Crédito,Mastercard,Clásica,456979.69,Activa,2017-03-15
TAR000939,CLI000927,Crédito,American Express,Platino,3852183.25,Activa,2023-07-08
TAR003358,CLI003341,Crédito,Visa,Platino,2697884.12,Activa,2017-01-04
TAR003899,CLI001704,Crédito,Visa,Platino,3607632.53,Inactiva,2022-12-16
TAR004448,CLI003502,Débito,American Express,Clásica,145722.69,Inactiva,2024-05-28
TAR001200,CLI000129,Crédito,Mastercad,Clásica,323857.05,Activa,2022-06-09
TAR009328,CLI004984,Crédito,American Express,Clásica,291626.80,Activa,2022-11-13
TAR006976,CLI003744,Crédito,Visa,Platino,2291729.83,Inactiva,2021-04-06
TAR009703,CLI002199,Débito,Visa,Platino,3285623.51,Activa,2023-02-01
TAR002992,CLI007229,Crédito,Visa,Clásica,295341.97,Activa,2024-04-11
TAR000032,CLI000734,Crédito,Visa,Oro,631646.89,Activa,2018-02-06
TAR004735,CLI002988,Crédito,Visa,Clásica,231662.64,Inactiva,2024-09-22
TAR008630,CLI000818,Débito,Visa,Oro,1257292.62,Activa,2020-12-27
TAR001155,CLI002569,Crédito,Visa,Oro,1220320.88,Activa,2019-11-14
TAR008943,CLI007324,Crédito,American Express,Clásica,357101.93,Activa,2021-08-13
TAR005074,CLI006044,Débito,American Express,Platino,3528001.59,Activa,2021-01-08
TAR002733,CLI006051,Crédito,American Express,Oro,943186.94,Inactiva,2021-09-28
TAR007221,CLI007784,Crédito,Visa,Clásica,143029.94,Activa,2022-01-19
TAR005124,CLI000023,Crédito,Mastercard,Clásica,364971.43,Inactiva,2020-11-28
TAR007273,CLI004509,Crédito,Mastercard,Clásica,238542.41,Inactiva,2025-04-30
TAR007050,CLI003456,Crédito,Mastercard,Oro,1229586.28,Activa,2025-11-13
TAR006911,CLI002556,Débito,MASTERCARD,Clásica,351082.69,Activa,2018-08-08
TAR002962,CLI004608,Débito,Mastercard,Clásica,316729.84,Activa,2025-12-03
TAR002454,CLI001706,Crédito,Mastercard,Clásica,422402.17,Activa,2018-01-21
TAR008881,CLI000573,Crédito,Visa,Clásica,144703.88,Activa,2019-06-26
TAR007092,CLI002798,Crédito,Mastercard,Oro,1420091.90,Activa,2021-02-02
TAR005388,CLI007184,Crédito,Mastercard,Clásica,319905.68,Inactiva,2025-07-20
TAR003293,CLI000715,Crédito,VISA,Oro,1420722.99,Activa,2018-04-30
TAR006312,CLI000286,Débito,Mastercard,Oro,1346001.78,Activa,2020-05-09
TAR002549,CLI004047,Débito,Visa,Black,8097989.40,Inactiva,2016-10-01
TAR005099,CLI007179,Crédito,Mastercard,Clásica,152318.39,Activa,2018-11-19
TAR001658,CLI002711,Crédito,Mastercard,Clásica,251234.52,Inactiva,2025-06-09
TAR008803,CLI005242,Crédito,Visa,Clásica,253314.58,Inactiva,2025-07-16
TAR004884,CLI007015,Crédito,Visa,Black,6036882.46,Activa,2020-05-04
TAR008172,CLI004154,Crédito,Mastercard,Oro,580823.09,Inactiva,2024-02-25
TAR006514,CLI006040,Crédito,American Express,Clásica,109460.72,Activa,2024-10-14
TAR009707,CLI004112,Crédito,Visa,Clásica,166150.69,Inactiva,2024-11-26
TAR008633,CLI007198,Crédito,Visa,Clásica,243144.10,Activa,2024-08-19
TAR009207,CLI001193,Débito,Mastercard,Clásica,134224.07,Inactiva,2019-10-03
TAR008414,CLI006926,Crédito,Mastercard,Oro,1430022.96,Inactiva,2021-09-13
TAR003975,CLI004522,Débito,Visa,Oro,1449499.52,Activa,2024-01-03
TAR008141,CLI002418,Débito,American Express,Platino,3354864.22,Activa,2023-07-09
TAR000855,CLI002899,Crédito,Mastercard,Platino,3614255.34,Activa,2025-05-01
TAR003226,CLI000774,Crédito,visa,Clásica,310541.82,Inactiva,2017-04-04
TAR002210,CLI004094,Débito,Visa,Clásica,390439.20,Activa,2026-01-04
TAR002647,CLI003408,Débito,American Express,Clásica,339512.28,Activa,2017-07-09
TAR001760,CLI000164,Crédito,Mastercard,Oro,946012.66,Activa,2022-10-01
TAR004018,CLI006981,Crédito,American Express,Platino,1872313.16,Activa,2019-03-06
TAR009654,CLI000107,Crédito,American Express,Clásica,131493.14,Activa,2021-09-13
TAR004953,CLI002254,Débito,Visa,Oro,990117.03,Activa,2023-08-29
TAR004011,CLI000478,Crédito,American Express,Oro,1407436.86,Activa,2024-09-06
TAR002590,CLI001630,Crédito,Mastercard,Platino,2235949.23,Activa,2025-09-17
TAR006560,CLI003565,Crédito,American Express,Oro,1057395.17,Inactiva,2016-09-27
TAR007803,CLI003515,Débito,American Express,Clásica,409937.17,Inactiva,2017-10-07
TAR002025,CLI007717,Crédito,Visa,Clásica,291597.34,Activa,2022-05-15
TAR008098,CLI001408,Crédito,visa,Clásica,346998.88,Activa,2025-12-29
TAR007952,CLI003968,Crédito,American Express,Platino,3678163.79,Activa,2024-12-19
TAR007640,CLI001412,Crédito,Visa,Platino,3176241.83,Activa,2020-02-14
TAR004563,CLI006222,Débito,American Express,Clásica,358280.94,Activa,2025-06-23
TAR002233,CLI000800,Crédito,American Express,Clásica,189076.68,Activa,2016-09-18
TAR003416,CLI005054,Crédito,American Express,Clásica,473685.37,Activa,2017-09-23
TAR009541,CLI004609,Crédito,American Express,Platino,2873978.50,Inactiva,2017-05-14
TAR009290,CLI005342,Crédito,American Express,Clásica,257629.67,Activa,2025-07-10
TAR007299,CLI004614,Crédito,Mastercard,Platino,2137955.90,Activa,2026-04-06
TAR009070,CLI006650,Débito,Mastercard,Oro,1257526.09,Activa,2016-08-22
TAR009805,CLI001754,Crédito,American Express,Clásica,311402.99,Activa,2018-02-23
TAR001500,CLI000038,Crédito,Visa,Oro,1274854.08,Activa,2021-02-06
TAR003544,CLI005530,Crédito,American Express,Oro,1258073.89,Activa,2021-11-22
TAR006102,CLI004708,Crédito,Mastercard,Platino,2557464.56,Inactiva,2019-12-13
TAR004780,CLI004813,Crédito,American Express,Oro,1169207.89,Activa,2019-04-10
TAR002766,CLI006565,Crédito,Visa,Clásica,130124.79,Activa,2024-11-11
TAR004909,CLI001871,Débito,Visa,Clásica,262705.77,Activa,2020-02-20
TAR003989,CLI002839,Débito,Mastercad,Oro,1204673.18,Activa,2020-11-11
TAR003732,CLI005964,Débito,Mastercard,Platino,2439529.63,Activa,2018-05-24
TAR001712,CLI001384,Crédito,Visa,Black,6781974.84,Activa,2021-06-27
TAR003805,CLI004255,Crédito,Visa,Platino,2165460.22,Activa,2020-02-11
TAR009651,CLI006653,Crédito,Mastercard,Clásica,306630.92,Activa,2025-03-23
TAR007662,CLI000432,Crédito,Visa,Clásica,429061.79,Activa,2019-04-18
TAR002757,CLI007675,Crédito,Visa,Oro,901248.39,Inactiva,2022-02-28
TAR005509,CLI005807,Crédito,Mastercard,Black,8929937.46,Inactiva,2019-08-22
TAR009104,CLI003158,Crédito,American Express,Clásica,485975.29,Activa,2017-09-08
TAR005689,CLI002935,Crédito,Mastercard,Platino,3033139.72,Activa,2024-08-21
TAR005931,CLI001216,Crédito,Visa,Platino,2647754.11,Activa,2018-12-22
TAR003994,CLI005131,Débito,American Express,Clásica,225573.85,Activa,2025-08-16
TAR004852,CLI001104,Crédito,Visa,Clásica,238649.89,Inactiva,2025-10-04
TAR005708,CLI000561,Crédito,Mastercard,Oro,1345736.48,Activa,2025-09-10
TAR008048,CLI006513,Crédito,Visa,Oro,1117478.99,Activa,2018-05-24
TAR004622,CLI000973,Crédito,American Express,Clásica,445869.62,Activa,2019-05-18
TAR001481,CLI002685,Débito,American Express,Oro,1409691.61,Inactiva,2017-01-09
TAR005918,CLI005159,Débito,Mastercard,Oro,1420613.89,Activa,2016-08-16
TAR004403,CLI003208,Débito, Visa,Clásica,292035.71,Activa,2021-08-12
TAR001525,CLI007899,Crédito,American Express,Oro,884263.51,Activa,2026-03-31
TAR000704,CLI006097,Crédito,Mastercard,Clásica,367173.17,Activa,2026-03-23
TAR007582,CLI004612,Crédito,American Express,Clásica,350626.31,Activa,2022-12-13
TAR005277,CLI007721,Débito,American Express,Oro,575811.56,Activa,2019-01-26
TAR000841,CLI003847,Crédito,Visa,Black,4287377.58,Activa,2024-12-20
TAR007721,CLI000957,Crédito,Visa,Clásica,202578.89,Inactiva,2018-03-07
TAR004252,CLI002647,Débito,Mastercard,Oro,1444425.50,Inactiva,2022-11-20
TAR009010,CLI004040,Crédito,Mastercard,Oro,890046.24,Activa,2019-12-27
TAR001405,CLI002870,Crédito,Mastercard,Platino,3898715.34,Activa,2021-04-02
TAR007744,CLI001546,Débito,Visa,Clásica,335369.87,Activa,2022-07-04
TAR009625,CLI001858,Débito,Visa,Platino,3236846.93,Activa,2025-12-11
TAR008839,CLI003428,Crédito,Mastercard,Clásica,266072.90,Inactiva,2020-09-06
TAR000150,CLI004537,Crédito,Mastercard,Oro,1009909.11,Activa,2023-04-25
TAR000961,CLI002636,Crédito,Visa,Platino,3255117.08,Activa,2017-01-17
TAR005021,CLI003115,Crédito,Visa,Oro,552640.17,Activa,2018-04-30
TAR005698,CLI005781,Débito,Visa,Platino,1522743.89,Activa,2025-11-29
TAR002305,CLI000500,Crédito,Mastercard,Oro,736086.25,Activa,2016-11-19
TAR006067,CLI004395,Crédito,American Express,Oro,1427506.91,Inactiva,2021-02-04
TAR002089,CLI001477,Crédito,Visa,Clásica,385189.04,Activa,2018-11-06
TAR005309,CLI005335,Crédito,American Express,Oro,894027.14,Activa,2017-04-16
TAR003589,CLI004726,Crédito,Mastercad,Platino,2034911.38,Activa,2016-08-16
TAR008025,CLI000380,Crédito,Mastercard,Clásica,469158.21,Inactiva,2016-07-28
TAR009454,CLI002164,Crédito,AMERICAN EXPRESS,Oro,1323931.58,Activa,2025-09-17
TAR002064,CLI006864,Crédito,Visa,Clásica,276212.86,Inactiva,2024-02-17
TAR002532,CLI007398,Crédito,American Express,Oro,1392684.33,Activa,2025-07-10
TAR004360,CLI004489,Crédito,Visa,Oro,1057240.47,Activa,2023-11-06
TAR008721,CLI006197,Débito,Mastercard,Clásica,173114.74,Inactiva,2022-01-19
TAR008732,CLI004673,Crédito,Visa,Platino,2056078.63,Inactiva,2026-02-22
TAR003484,CLI005624,Crédito,Visa,Platino,3937563.67,Activa,2023-10-10
TAR001768,CLI002839,Crédito,Visa,Oro,1428012.94,Activa,2023-03-16
TAR003402,CLI006388,Crédito,Visa,Black,4900194.29,Activa,2020-09-09
TAR000393,CLI002903,Débito,Mastercad,Oro,1197955.08,Activa,2024-10-15
TAR001469,CLI000670,Crédito,American Express,Clásica,349676.16,Inactiva,2021-08-20
TAR002216,CLI003681,Crédito,Visa,Clásica,453102.69,Activa,2018-11-11
TAR009123,CLI004529,Crédito,American Express,Clásica,408101.13,Activa,2017-11-13
TAR004718,CLI003626,Débito,Visa,Platino,1562809.42,Activa,2022-04-08
TAR009807,CLI001197,Crédito,Visa,Clásica,380788.07,Activa,2018-10-22
TAR006657,CLI002176,Crédito,American Express,Oro,545039.66,Activa,2019-08-22
TAR000999,CLI006782,Débito,Visa,Platino,3211347.67,Activa,2024-07-01
TAR005463,CLI006213,Crédito,Mastercard,Clásica,471740.61,Inactiva,2022-06-24
TAR001530,CLI003717,Crédito,Mastercard,Clásica,488299.05,Inactiva,2020-07-06
TAR008952,CLI002585,Débito,Mastercard,Clásica,102069.45,Inactiva,2025-10-07
TAR000580,CLI003310,Débito,American Express,Oro,934361.73,Activa,2026-02-24
TAR006741,CLI003491,Crédito,Mastercard,Platino,2490027.18,Inactiva,2023-09-24
TAR004012,CLI007554,Crédito,Visa,Platino,2951386.47,Activa,2024-05-01
TAR000440,CLI002061,Crédito,Mastercard,Platino,3278456.64,Inactiva,2019-06-24
TAR000766,CLI007193,Crédito,Mastercard,Platino,2753554.28,Activa,2019-04-03
TAR000902,CLI007618,Crédito,Mastercard,Oro,813357.37,Activa,2020-08-18
TAR001868,CLI007248,Crédito,Mastercard,Oro,1431241.96,Activa,2021-10-12
TAR001122,CLI001069,Crédito,Visa,Clásica,456704.35,Activa,2022-03-02
TAR007481,CLI005559,Crédito,american express,Oro,1291023.06,Activa,2017-04-17
TAR008924,CLI003827,Crédito,Visa,Clásica,297613.95,Activa,2018-06-17
TAR005451,CLI007003,Débito,Mastercard,Clásica,357379.75,Activa,2024-06-18
TAR006189,CLI003972,Débito,Mastercard,Oro,1109636.66,Activa,2016-07-31
TAR005915,CLI007252,Crédito,Visa,Clásica,480802.96,Inactiva,2026-02-27
TAR003242,CLI004732,Crédito,Mastercard,Clásica,103553.47,Activa,2018-07-15
TAR001502,CLI000560,Crédito,American Express,Black,7040585.56,Activa,2020-05-15
TAR005271,CLI006373,Crédito,American Express,Clásica,350819.12,Activa,2018-11-23
TAR002524,CLI001454,Débito,Mastercard,Oro,515030.38,Activa,2025-04-30
TAR006860,CLI002678,Débito,American Express,Clásica,269382.39,Activa,2022-12-19
TAR005663,CLI006388,Débito,American Express,Platino,2987128.66,Activa,2025-06-12
TAR006143,CLI000168,Crédito,Visa,Clásica,342428.93,Activa,2023-12-24
TAR003509,CLI002620,Débito,Visa,Oro,531790.72,Activa,2024-02-28
TAR000463,CLI000524,Débito,Mastercard,Clásica,409029.96,Inactiva,2026-04-17
TAR001246,CLI003073,Crédito,Visa,Platino,1819285.83,Inactiva,2016-11-12
TAR002047,CLI004934,Crédito,American Express,Oro,1313181.79,Activa,2020-12-06
TAR001109,CLI002036,Crédito,Visa,Oro,651180.60,Activa,2023-05-20
TAR008027,CLI007385,Crédito,Visa,Platino,2159369.40,Activa,2026-05-22
TAR006945,CLI007929,Crédito,Mastercard,Clásica,172953.90,Activa,2021-06-14
TAR005049,CLI007357,Débito,Visa,Platino,2501469.29,Inactiva,2022-05-21
TAR004323,CLI004308,Débito,Visa,Platino,3835279.63,Activa,2025-03-06
TAR008877,CLI007842,Crédito,American Express,Oro,991530.02,Inactiva,2017-03-19
TAR003077,CLI000519,Crédito,Mastercard,Oro,1140718.50,Activa,2024-10-03
TAR004800,CLI001837,Débito,Mastercard,Oro,626673.68,Activa,2018-10-22
TAR009644,CLI004228,Crédito,American Express,Clásica,316203.52,Activa,2025-05-17
TAR005147,CLI001890,Crédito,Mastercard,Oro,594876.90,Inactiva,2016-11-05
TAR005310,CLI004989,Crédito,Mastercard,Clásica,351690.53,Inactiva,2019-05-09
TAR000265,CLI007731,Crédito,Mastercard,Clásica,390895.92,Inactiva,2018-12-29
TAR002453,CLI000413,Crédito,Mastercad,Oro,760724.17,Inactiva,2024-11-30
TAR004649,CLI006764,Débito,Mastercard,Platino,2811368.82,Activa,2020-01-02
TAR004147,CLI002721,Crédito,Visa,Oro,681357.86,Activa,2021-10-12
TAR006255,CLI000642,Crédito,Visa,Platino,1771510.92,Inactiva,2018-01-14
TAR000696,CLI002759,Crédito,Visa,Platino,2909516.91,Inactiva,2021-07-13
TAR004811,CLI005788,Crédito,Visa,Oro,561324.50,Inactiva,2017-01-22
TAR005781,CLI000833,Débito,Mastercard,Clásica,112904.96,Activa,2025-12-13
TAR001950,CLI000671,Débito,Mastercad,Oro,1051727.22,Activa,2016-09-30
TAR000969,CLI001972,Crédito,American Express,Clásica,252094.13,Activa,2025-10-22
TAR008005,CLI007024,Crédito,American Express,Clásica,225398.51,Activa,2022-01-12
TAR005485,CLI004511,Crédito,American Express,Platino,2056845.34,Activa,2016-10-21
TAR008850,CLI001623,Crédito,American Express,Clásica,144678.15,Inactiva,2026-02-09
TAR007815,CLI007479,Crédito,Mastercard,Oro,1088262.25,Inactiva,2022-12-26
TAR008200,CLI002360,Crédito,Visa,Clásica,342882.40,Activa,2016-07-14
TAR003934,CLI001339,Crédito,Visa,Clásica,327710.84,Activa,2022-11-23
TAR001263,CLI000907,Débito,Visa,Clásica,162389.15,Inactiva,2019-01-27
TAR003170,CLI007864,Crédito,Mastercad,Oro,868432.30,Inactiva,2025-05-20
TAR006420,CLI007535,Crédito,Mastercad,Clásica,265529.25,Activa,2023-10-26
TAR000333,CLI001673,Crédito,Mastercard,Clásica,463858.38,Activa,2022-12-13
TAR005612,CLI002390,Débito,Visa,Clásica,326665.41,Activa,2025-03-18
TAR004548,CLI005392,Crédito,American Express,Platino,2463550.72,Activa,2019-01-02
TAR009614,CLI002847,Crédito,Visa,Oro,1340282.33,Activa,2017-03-22
TAR006865,CLI001224,Crédito,Mastercard,Platino,2552824.56,Activa,2024-07-20
TAR008811,CLI004656,Débito,Visa,Clásica,256932.01,Activa,2021-12-27
TAR003856,CLI004668,Crédito,Mastercad,Clásica,409155.36,Activa,2022-09-26
TAR003763,CLI003121,Crédito,American Express,Oro,715224.50,Activa,2019-06-17
TAR006866,CLI000818,Crédito,Mastercad,Clásica,432376.77,Activa,2019-02-15
TAR000699,CLI000445,Crédito,Visa,Clásica,496797.58,Inactiva,2023-12-19
TAR007977,CLI002975,Crédito,American Express,Clásica,132920.41,Activa,2016-08-05
TAR005508,CLI005122,Crédito,Visa,Clásica,470112.85,Inactiva,2023-12-20
TAR004380,CLI005995,Crédito,Visa,Clásica,453790.85,Activa,2022-07-25
TAR002531,CLI002525,Débito,Mastercard,Clásica,210830.18,Activa,2018-08-31
TAR008413,CLI001750,Crédito,Mastercard,Clásica,394401.93,Activa,2019-12-15
TAR004335,CLI003684,Débito,Visa,Clásica,179994.23,Activa,2024-01-02
TAR008729,CLI004535,Crédito,Visa,Clásica,315518.63,Inactiva,2024-10-01
TAR002781,CLI006086,Débito,american express,Clásica,382447.00,Activa,2023-07-04
TAR000562,CLI007668,Crédito,American Express,Clásica,356135.14,Activa,2017-06-28
TAR004467,CLI007772,Crédito,Mastercard,Clásica,362999.54,Activa,2020-11-17
TAR003385,CLI001899,Crédito,American Express,Oro,1329754.45,Activa,2017-12-02
TAR004158,CLI006361,Crédito,American Express,Oro,937208.94,Activa,2024-05-09
TAR001910,CLI006698,Crédito,Visa,Oro,1179834.44,Activa,2020-12-14
TAR009564,CLI007102,Débito,Mastercard,Oro,1476182.04,Inactiva,2020-10-06
TAR000720,CLI004207,Crédito,American Express,Oro,1119471.57,Inactiva,2021-01-13
TAR005620,CLI004269,Débito,Mastercard,Oro,1442936.00,Activa,2026-04-25
TAR007180,CLI001966,Débito,Mastercard,Oro,1225342.99,Activa,2025-11-08
TAR002830,CLI000153,Débito,Visa,Platino,1977102.68,Activa,2022-03-01
TAR006635,CLI001637,Crédito,Mastercard,Clásica,130467.86,Activa,2024-05-05
TAR000648,CLI007685,Crédito,Visa,Oro,927826.84,Activa,2018-06-21
TAR003965,CLI002972,Débito,Visa,Oro,1074395.60,Activa,2024-10-06
TAR007840,CLI005083,Débito,Visa,Oro,517692.86,Activa,2021-07-23
TAR000585,CLI002425,Crédito,MASTERCAD,Oro,657870.61,Activa,2019-02-19
TAR005874,CLI006467,Crédito,American Express,Oro,1274449.35,Activa,2017-11-23
TAR002783,CLI001341,Débito,Mastercard,Clásica,276929.70,Activa,2025-12-27
TAR000895,CLI004759,Crédito,Visa,Clásica,147244.75,Inactiva,2018-11-09
TAR008804,CLI007029,Crédito,Visa,Oro,879568.07,Activa,2022-05-24
TAR003984,CLI007395,Crédito,American Express,Oro,501666.03,Inactiva,2026-02-05
TAR002630,CLI004522,Crédito,Visa,Clásica,250255.79,Activa,2021-03-08
TAR007566,CLI001077,Crédito,American Express,Platino,1536622.39,Activa,2017-12-08
TAR008806,CLI007536,Crédito,Mastercard,Oro,1449253.08,Activa,2016-12-01
TAR000257,CLI007800,Crédito,Visa,Platino,2249781.27,Inactiva,2018-09-19
TAR005949,CLI000366,Crédito,Visa,Clásica,273624.02,Activa,2016-07-22
TAR005812,CLI001663,Crédito,Mastercard,Clásica,349814.41,Activa,2016-08-08
TAR006978,CLI001865,Débito,Visa,Clásica,390369.34,Activa,2018-12-08
TAR007069,CLI002807,Crédito,Visa,Platino,2340781.46,Inactiva,2018-01-16
TAR008891,CLI001519,Crédito,Mastercard,Clásica,295116.76,Inactiva,2020-10-13
TAR003765,CLI006280,Crédito,Mastercard,Oro,505106.78,Activa,2019-10-06
TAR003872,CLI003643,Débito,Mastercard,Oro,1314565.61,Activa,2024-06-28
TAR001448,CLI004213,Crédito,American Express,Oro,866269.03,Activa,2023-09-17
TAR006774,CLI004006,Crédito,American Express,Clásica,306460.59,Activa,2025-06-27
TAR000376,CLI004873,Crédito,Mastercard,Clásica,372257.16,Activa,2023-03-11
TAR002825,CLI000435,Crédito,American Express,Oro,819215.83,Activa,2026-01-07
TAR001174,CLI006849,Débito,Visa,Clásica,401422.51,Activa,2024-04-14
TAR006289,CLI007651,Crédito,Visa,Oro,1181053.86,Activa,2018-04-15
TAR008830,CLI002823,Débito,Mastercard,Clásica,321341.98,Activa,2024-10-04
TAR004905,CLI001661,Débito,Mastercard,Platino,1631068.81,Inactiva,2021-03-10
TAR000202,CLI002223,Crédito,Visa,Clásica,394993.41,Activa,2021-05-28
TAR009781,CLI003615,Crédito,Visa,Clásica,172875.49,Activa,2022-11-03
TAR005630,CLI003368,Crédito,American Express,Clásica,487852.43,Activa,2020-01-14
TAR009758,CLI004624,Crédito,Visa,Clásica,491553.94,Activa,2024-02-08
TAR005940,CLI007810,Crédito,Mastercard,Oro,1481415.51,Inactiva,2018-07-13
TAR007473,CLI006893,Crédito,American Express,Oro,1068140.92,Inactiva,2022-11-01
TAR009733,CLI000161,Crédito,Visa,Clásica,127236.40,Activa,2017-03-14
TAR004719,CLI003912,Débito,American Express,Clásica,367622.42,Inactiva,2019-07-17
TAR006105,CLI002199,Crédito,Visa,Oro,1415958.99,Activa,2016-07-23
TAR009144,CLI001843,Débito,American Express,Oro,1054172.77,Activa,2018-10-01
TAR004107,CLI005326,Crédito,American Express,Clásica,365852.88,Activa,2023-03-16
TAR006408,CLI001008,Débito,American Express,Clásica,403532.82,Activa,2020-02-19
TAR002939,CLI003515,Débito,Visa,Clásica,393961.74,Inactiva,2026-05-20
TAR002803,CLI007151,Crédito,American Express,Clásica,233784.08,Activa,2022-12-02
TAR001029,CLI006778,Crédito,American Express,Oro,1098230.74,Activa,2023-10-12
TAR008705,CLI007501,Crédito,Visa,Platino,2117141.59,Activa,2025-01-21
TAR002284,CLI003258,Crédito,American Express,Oro,1054771.53,Activa,2025-02-24
TAR009016,CLI002121,Crédito,Mastercad,Clásica,183552.08,Activa,2025-02-21
TAR007892,CLI001281,Crédito,Visa,Platino,2881687.54,Activa,2026-03-04
TAR008908,CLI006472,Débito,American Express,Clásica,157190.98,Inactiva,2016-09-16
TAR008062,CLI005137,Crédito,Visa,Oro,1190036.49,Activa,2016-11-10
TAR005766,CLI006828,Crédito,Visa,Clásica,225707.26,Inactiva,2024-09-24
TAR009961,CLI000283,Crédito,American Express,Clásica,283294.80,Inactiva,2022-04-16
TAR005632,CLI007189,Débito,American Express,Platino,3980598.22,Activa,2016-07-09
TAR004813,CLI007641,Crédito,Mastercard,Platino,3760352.41,Activa,2017-12-30
TAR004101,CLI003333,Crédito,American Express,Clásica,212950.99,Activa,2017-07-15
TAR002831,CLI001633,Débito,Visa,Platino,1735026.22,Activa,2024-04-30
TAR009134,CLI003929,Débito,Mastercard,Platino,3752748.11,Activa,2019-08-30
TAR005510,CLI005939,Débito,Visa,Oro,814054.68,Activa,2024-10-23
TAR003886,CLI006445,Crédito,Mastercard,Clásica,182369.40,Activa,2017-08-23
TAR004946,CLI005992,Débito,American Express,Clásica,414488.78,Activa,2023-02-07
TAR004332,CLI006430,Crédito,Visa,Clásica,337431.74,Inactiva,2024-01-10
TAR003755,CLI000849,Crédito,Mastercard,Clásica,266795.82,Activa,2017-11-20
TAR001550,CLI007743,Débito,AMERICAN EXPRESS,Oro,872939.10,Activa,2023-11-19
TAR002418,CLI007179,Crédito,American Express,Oro,1001889.47,Activa,2022-11-09
TAR007437,CLI001109,Crédito,Visa,Oro,885224.41,Activa,2023-10-12
TAR006817,CLI002674,Crédito,Visa,Platino,3865294.46,Inactiva,2023-07-24
TAR005399,CLI007024,Crédito,American Express,Oro,1118357.96,Activa,2022-04-20
TAR002077,CLI000112,Crédito,Mastercard,Oro,1235627.63,Activa,2020-01-19
TAR009928,CLI003399,Crédito,Mastercard,Oro,1090939.48,Activa,2019-10-29
TAR007143,CLI000547,Crédito,Visa,Clásica,306388.21,Activa,2022-07-25
TAR002542,CLI000396,Débito,Visa,Platino,2546732.77,Activa,2018-07-14
TAR004094,CLI000344,Crédito,American Express,Clásica,212674.77,Activa,2020-02-20
TAR000503,CLI005604,Débito,Visa,Clásica,351785.15,Inactiva,2018-09-21
TAR009451,CLI001345,Crédito,American Express,Clásica,489884.08,Activa,2024-02-17
TAR001325,CLI004014,Débito,Mastercard,Platino,3237421.49,Activa,2023-09-02
TAR003396,CLI002142,Crédito,American Express,Clásica,281488.80,Inactiva,2020-08-06
TAR004091,CLI004483,Débito,Visa,Platino,2899894.59,Activa,2019-03-14
TAR004117,CLI004105,Crédito,Visa,Platino,1739288.58,Activa,2024-03-01
TAR003340,CLI003432,Crédito,American Express,Oro,639997.33,Activa,2018-07-04
TAR009132,CLI007966,Crédito,Mastercard,Clásica,406648.90,Activa,2023-01-22
