id_alerta,id_transaccion,fecha_alerta,tipo_fraude,nivel_riesgo,estado_alerta,provincia
FRD005710,TRX0008162,2024-06-27 21:34:10,Uso Indebido en el Extranjero,Medio,Confirmado,Guanacaste
FRD003030,TRX0042847,2025-10-06 16:54:29,Suplantación de Comercio,Bajo,Descartado,Puntarenas
FRD003924,TRX0016755,2026-03-18 17:13:13,Clonación de Tarjeta,Alto,Descartado,Cartago
FRD000501,TRX0010438,2025-03-30 01:57:49,Robo de Identidad,Alto,Descartado,Alajuela
FRD005524,TRX0015980,2025-12-30 00:34:09,Transacción No Reconocida,Medio,En Investigación,Puntarenas
FRD005574,TRX0015952,2025-10-09 22:19:12,Transacción No Reconocida,Medio,Falso Positivo,Guanacaste
FRD006347,TRX0029318,2025-11-27 21:11:25,Robo de Identidad,Alto,En Investigación,Hereda
FRD003532,TRX0037785,2025-12-26 17:12:49,Suplantación de Comercio,Alto,En Investigación,Limón
FRD006010,TRX0036218,2024-11-27 05:17:08,Phishing,Bajo,En Investigación,Puntarenas
FRD005746,TRX0042681,2026-03-15 18:24:29,Uso Indebido en el Extranjero,Bajo,Descartado,Alajuela
FRD000878,TRX0002807,2024-09-28 15:57:23,Suplantación de Comercio,Bajo,Confirmado,Puntarenas
FRD006183,TRX0033917,2025-05-04 23:23:26,Phishing,Bajo,En Investigación,Cartago
FRD006633,TRX0021144,2025-07-11 04:42:03,Transacción No Reconocida,Alto,Falso Positivo,Heredia
FRD007420,TRX0034394,2026-05-25 14:25:21,Robo de Identidad,Alto,En Investigación,Hereda
FRD007992,TRX0019509,2025-02-20 16:10:17,Suplantación de Comercio,Bajo,Falso Positivo,SAN JOSE
FRD002036,TRX0024704,2026-04-10 14:33:15,Uso Indebido en el Extranjero,Alto,Falso Positivo,Limón
FRD002487,TRX0027426,2025-12-18 00:05:26,Clonación de Tarjeta,Alto,Confirmado,PUNTARENAS
FRD001163,TRX0031291,2025-08-17 00:21:31,Suplantación de Comercio,Alto,Falso Positivo,Limón
FRD005031,TRX0001011,2026-05-28 23:14:33,Suplantación de Comercio,Alto,Descartado,ALAJUELA
FRD002164,TRX0049525,2024-11-19 14:40:11,Robo de Identidad,Bajo,Falso Positivo,Puntarenas
FRD005227,TRX0042736,2025-06-02 12:44:02,Transacción No Reconocida,Alto,En Investigación,Limón
FRD004271,TRX0011894,2025-05-10 07:47:12,Suplantación de Comercio,Alto,En Investigación,Guanacaste
FRD006990,TRX0001242,2024-11-20 00:19:42,Transacción No Reconocida,Bajo,En Investigación,San José
FRD000803,TRX0005589,2025-04-21 07:00:44,Suplantación de Comercio,Alto,Confirmado,San José
FRD004294,TRX0048430,2024-08-29 20:35:56,Phishing,Medio,En Investigación,Alajuela
FRD006689,TRX0037000,2025-10-14 06:10:34,Clonación de Tarjeta,Alto,Descartado,San José
FRD005950,TRX0000633,2026-02-18 23:10:39,Transacción No Reconocida,Alto,Descartado,San José
FRD007596,TRX0006371,2025-12-01 11:47:11,Robo de Identidad,Medio,Falso Positivo,San José
FRD001036,TRX0027366,2026-04-27 20:42:52,Phishing,Alto,En Investigación, Heredia
FRD005901,TRX0046089,2026-05-21 23:07:22,Clonación de Tarjeta,Medio,En Investigación,San José
FRD000696,TRX0027356,2025-07-11 14:04:21,Uso Indebido en el Extranjero,Alto,En Investigación,Limón
FRD007541,TRX0035357,2024-08-23 09:34:27,Robo de Identidad,Alto,Descartado, Guanacaste
FRD003276,TRX0004579,2025-01-07 15:29:24,Clonación de Tarjeta,Bajo,En Investigación,alajuela
FRD006898,TRX0034047,2024-11-01 22:57:09,Clonación de Tarjeta,Alto,Falso Positivo,San José
FRD004024,TRX0041858,2025-04-29 06:48:39,Transacción No Reconocida,Alto,Falso Positivo,Hereda
FRD004558,TRX0015692,2024-10-25 23:55:34,Clonación de Tarjeta,Alto,Descartado,Guanacaste
FRD003338,TRX0028183,2024-11-22 18:32:08,Transacción No Reconocida,Medio,Confirmado,CARTAGO
FRD000303,TRX0023783,2025-01-09 20:54:16,Clonación de Tarjeta,Bajo,Confirmado,Alajuela
FRD001307,TRX0030866,2025-09-20 07:38:32,Suplantación de Comercio,Bajo,En Investigación,Alajuela
FRD001967,TRX0033287,2024-09-05 19:45:19,Suplantación de Comercio,Alto,Confirmado,Alajuela
FRD006458,TRX0009926,2026-05-01 23:01:21,Transacción No Reconocida,Alto,Descartado,Puntarenas
FRD001885,TRX0018182,2024-08-28 10:13:57,Clonación de Tarjeta,Medio,En Investigación,San José
FRD002785,TRX0031984,2024-12-07 06:28:13,Transacción No Reconocida,Alto,Descartado,Hereda
FRD000832,TRX0021161,2026-04-12 00:28:52,Transacción No Reconocida,Alto,Descartado,Puntarenas
FRD004064,TRX0041019,2025-01-27 06:58:42,Transacción No Reconocida,Alto,Confirmado,Limón
FRD002971,TRX0045059,2025-12-23 13:37:59,Suplantación de Comercio,Alto,Confirmado,San José
FRD007250,TRX0013747,2026-01-04 20:17:36,Phishing,Bajo,Descartado,Heredia
FRD001759,TRX0024413,2025-10-12 23:13:46,Phishing,Medio,En Investigación,San José
FRD003600,TRX0036318,2025-04-24 17:29:01,Phishing,Medio,En Investigación,Guanacaste
FRD001234,TRX0023246,2025-12-06 22:07:51,Robo de Identidad,Medio,Confirmado,Cartago
FRD002892,TRX0021531,2025-05-01 18:03:50,Phishing,Alto,Falso Positivo,Cartago
FRD000388,TRX0020306,2025-01-29 12:23:33,Suplantación de Comercio,Alto,Falso Positivo,Limón
FRD001755,TRX0002406,2025-01-03 00:54:32,Clonación de Tarjeta,Medio,Falso Positivo,Cartago
FRD002782,TRX0008124,2025-09-29 09:36:15,Transacción No Reconocida,Bajo,Falso Positivo,Cartago
FRD006543,TRX0006224,2026-01-07 00:46:59,Uso Indebido en el Extranjero,Medio,Falso Positivo,Guanacaste
FRD000722,TRX0018454,2025-03-30 00:07:57,Clonación de Tarjeta,Medio,Confirmado,Puntarenas
FRD001238,TRX0028795,2025-01-07 02:46:28,Suplantación de Comercio,Bajo,Descartado,Alajuela
FRD002027,TRX0013078,2026-06-15 15:18:09,Transacción No Reconocida,Medio,Confirmado,limón
FRD007632,TRX0032211,2025-11-09 00:59:13,Phishing,Alto,Falso Positivo,Puntarenas
FRD004735,TRX0009235,2024-06-26 04:48:44,Uso Indebido en el Extranjero,Bajo,Confirmado,Guanacaste
FRD000475,TRX0034222,2026-05-09 05:43:39,Phishing,Alto,En Investigación,San José
FRD003653,TRX0006308,2026-02-18 07:53:47,Clonación de Tarjeta,Medio,Falso Positivo,Cartago
FRD004712,TRX0003054,2025-02-08 20:56:29,Suplantación de Comercio,Bajo,Confirmado,Cartago
FRD007695,TRX0004669,2025-01-25 12:38:06,Clonación de Tarjeta,Alto,Confirmado,Hereda
FRD006977,TRX0049140,2026-01-07 14:37:24,Clonación de Tarjeta,Bajo,Descartado,Alajuela
FRD005197,TRX0013801,2026-04-12 06:57:21,Transacción No Reconocida,Alto,Descartado,Guanacaste
FRD003198,TRX0009734,2024-11-26 13:36:52,Robo de Identidad,Alto,Falso Positivo,Puntarenas
FRD001963,TRX0029410,2026-05-26 22:44:52,Phishing,Medio,En Investigación,Hereda
FRD006233,TRX0006924,2025-12-09 23:06:32,Suplantación de Comercio,Bajo,Falso Positivo,Heredia
FRD007377,TRX0035213,2026-02-04 07:11:47,Uso Indebido en el Extranjero,Alto,En Investigación,Guanacaste
FRD007472,TRX0013457,2025-07-24 04:15:11,Phishing,Alto,Descartado,Puntarenas
FRD002518,TRX0041878,2026-03-17 18:51:13,Phishing,Alto,Falso Positivo,Guanacaste
FRD000979,TRX0005535,2025-01-29 20:52:29,Transacción No Reconocida,Alto,En Investigación,San José
FRD004245,TRX0032811,2026-03-26 20:15:16,Clonación de Tarjeta,Alto,Confirmado,Cartgago
FRD002234,TRX0014435,2025-09-03 08:07:17,Uso Indebido en el Extranjero,Medio,En Investigación,PUNTARENAS
FRD002298,TRX0009138,2025-03-12 20:57:14,Clonación de Tarjeta,Alto,Confirmado,Limón
FRD000336,TRX0033975,2025-04-04 02:17:41,Phishing,,Descartado,Limón
FRD002058,TRX0041172,2025-09-28 09:45:19,Uso Indebido en el Extranjero,Alto,Confirmado,Heredia
FRD003032,TRX0003812,2026-03-20 08:33:27,Clonación de Tarjeta,Bajo,Descartado,Heredia
FRD004353,TRX0013276,2025-05-28 09:35:55,Robo de Identidad,Bajo,Confirmado,LIMON
FRD001725,TRX0044576,2025-09-28 12:58:49,Robo de Identidad,,Confirmado,Alajuela
FRD004947,TRX0001781,2025-11-02 12:03:51,Clonación de Tarjeta,Medio,En Investigación,PUNTARENAS
FRD005039,TRX0028130,2025-09-17 18:49:21,Suplantación de Comercio,Medio,Confirmado, Alajuela
FRD003833,TRX0023168,2025-07-08 03:08:27,Clonación de Tarjeta,Medio,Falso Positivo,Guanacaste
FRD000137,TRX0002570,2024-09-30 19:06:48,Robo de Identidad,Alto,Confirmado,Alajuela
FRD003901,TRX0043320,2026-01-10 13:09:21,Transacción No Reconocida,Bajo,Descartado,Hereda
FRD004841,TRX0034322,2025-11-15 08:11:28,Transacción No Reconocida,Medio,Confirmado,Cartago
FRD005513,TRX0004039,2025-09-25 20:32:07,Uso Indebido en el Extranjero,Medio,Descartado,Puntarenas
FRD000513,TRX0036942,2025-11-17 17:00:17,Robo de Identidad,Medio,Falso Positivo, San José
FRD001466,TRX0014410,2025-08-17 22:40:45,Uso Indebido en el Extranjero,Alto,En Investigación,Puntarenas
FRD001929,TRX0010882,2025-04-16 02:53:19,Suplantación de Comercio,Medio,Confirmado,Puntarenas
FRD005477,TRX0014343,2025-04-20 22:19:12,Transacción No Reconocida,Medio,Falso Positivo, Alajuela
FRD003867,TRX0025018,2025-07-10 10:59:39,Phishing,Bajo,En Investigación,Cartgago
FRD005616,TRX0037935,2025-08-27 01:04:32,Transacción No Reconocida,Alto,Descartado,Guanacaste
FRD007674,TRX0017977,2025-06-19 00:12:18,Suplantación de Comercio,Alto,En Investigación,Limón
FRD000665,TRX0043686,2025-04-29 06:41:12,Robo de Identidad,Alto,Confirmado,Cartgago
FRD007314,TRX0036184,2025-04-21 18:16:04,Suplantación de Comercio,Bajo,Confirmado,Guanacaste
FRD002179,TRX0012852,2026-04-15 17:20:02,Transacción No Reconocida,Bajo,En Investigación,Limón
FRD003311,TRX0004462,2025-03-08 16:38:00,Suplantación de Comercio,Alto,Descartado,Hereda
FRD000052,TRX0021062,2025-11-12 11:05:07,Robo de Identidad,Medio,Falso Positivo,Limón
FRD006481,TRX0047741,2024-12-01 03:30:20,Phishing,Bajo,En Investigación,Limón
FRD001121,TRX0048908,2024-06-29 22:15:49,Clonación de Tarjeta,Alto,Confirmado,Limón
FRD007731,TRX0010646,2025-10-02 04:21:04,Uso Indebido en el Extranjero,Alto,En Investigación,Alajuela
FRD005620,TRX0004792,2025-01-13 13:11:01,Phishing,Bajo,Confirmado,Guanacaste
FRD003635,TRX0036539,2025-09-28 07:04:17,Phishing,Alto,Descartado,Alajuela
FRD004093,TRX0038767,2026-03-31 13:10:52,Transacción No Reconocida,Medio,En Investigación,San José
FRD000778,TRX0017521,2025-04-20 23:27:18,Suplantación de Comercio,Medio,En Investigación,Limón
FRD004517,TRX0043264,2026-05-21 16:47:48,Uso Indebido en el Extranjero,Alto,Confirmado,San José
FRD002792,TRX0049605,2025-12-13 18:15:20,Phishing,Alto,En Investigación,Puntarenas
FRD005906,TRX0027418,2025-11-04 12:11:51,Robo de Identidad,Medio,En Investigación,Guanacaste
FRD004468,TRX0043147,2025-05-18 17:24:48,Clonación de Tarjeta,Alto,En Investigación,Cartago
FRD000408,TRX0025056,2025-01-06 04:10:34,Phishing,Alto,Descartado,Heredia
FRD005143,TRX0014446,2024-10-26 12:21:10,Suplantación de Comercio,Medio,Descartado,puntarenas
FRD003814,TRX0022604,2026-06-12 20:51:52,Suplantación de Comercio,Bajo,Falso Positivo,Limón
FRD001572,TRX0003908,2025-07-21 08:32:06,Phishing,Medio,Descartado,Puntarenas
FRD003286,TRX0035323,2025-03-08 14:46:56,Robo de Identidad,Medio,En Investigación,Puntarenas
FRD004096,TRX0028054,2025-04-28 15:34:32,Uso Indebido en el Extranjero,Alto,En Investigación,Puntarenas
FRD001251,TRX0003214,2024-09-14 15:47:30,Uso Indebido en el Extranjero,Alto,Confirmado,Alajuela
FRD005882,TRX0012165,2025-09-28 22:26:36,Robo de Identidad,Alto,Falso Positivo,Cartgago
FRD007463,TRX0041417,2026-05-07 19:43:23,Transacción No Reconocida,Alto,En Investigación,Puntarenas
FRD002967,TRX0038238,2025-09-08 14:41:19,Phishing,Bajo,Falso Positivo,Puntarenas
FRD007266,TRX0031424,2026-03-25 11:28:29,Uso Indebido en el Extranjero,Medio,Descartado,Alajuela
FRD002389,TRX0046042,2025-06-07 04:09:35,Suplantación de Comercio,Alto,Falso Positivo,Cartago
FRD000837,TRX0003417,2024-12-26 15:55:24,Clonación de Tarjeta,Bajo,Falso Positivo,CARTGAGO
FRD005434,TRX0046965,2025-08-16 02:48:15,Phishing,Medio,Falso Positivo,Cartago
FRD002166,TRX0041725,2024-11-08 23:00:50,Suplantación de Comercio,Alto,Descartado,Alajuela
FRD006965,TRX0044129,2025-08-29 07:35:10,Clonación de Tarjeta,Alto,Falso Positivo,Guanacaste
FRD003556,TRX0026139,2025-09-01 20:51:23,Robo de Identidad,Medio,Descartado,Alajuela
FRD003978,TRX0044101,2025-10-09 16:37:17,Transacción No Reconocida,Alto,Falso Positivo,Cartgago
FRD004662,TRX0008570,2024-08-03 02:49:13,Robo de Identidad,Alto,En Investigación,Limón
FRD003879,TRX0049175,2026-01-16 09:07:07,Clonación de Tarjeta,Alto,Confirmado,Limón
FRD002540,TRX0039042,2024-07-13 18:15:08,Robo de Identidad,Alto,Descartado,Puntarenas
FRD001650,TRX0017081,2026-01-15 11:03:37,Suplantación de Comercio,Bajo,Falso Positivo,San José
FRD005180,TRX0022774,2024-08-27 08:23:35,Suplantación de Comercio,Medio,Falso Positivo,Limón
FRD003185,TRX0006730,2026-06-01 16:25:39,Transacción No Reconocida,Medio,Confirmado,Limón
FRD004446,TRX0012031,2026-05-30 16:36:14,Phishing,Medio,Descartado,Alajuela
FRD007326,TRX0012884,2024-08-01 04:26:56,Transacción No Reconocida,Bajo,Falso Positivo,San José
FRD007832,TRX0021788,2025-02-16 17:34:50,Clonación de Tarjeta,Alto,Confirmado,Cartgago
FRD005050,TRX0007865,2025-09-11 02:03:44,Uso Indebido en el Extranjero,Bajo,Descartado,Alajuela
FRD004488,TRX0047880,2026-02-27 19:24:29,Clonación de Tarjeta,Alto,Descartado,Alajuela
FRD001573,TRX0018541,2025-10-08 06:14:52,Suplantación de Comercio,Medio,En Investigación,Alajuela
FRD001508,TRX0001715,2025-08-09 06:07:28,Robo de Identidad,Bajo,En Investigación,Puntarenas
FRD005334,TRX0032169,2024-08-25 13:59:27,Robo de Identidad,Alto,Descartado,Puntarenas
FRD007331,TRX0046591,2024-08-19 21:59:04,Suplantación de Comercio,Medio,Confirmado,Heredia
FRD004081,TRX0031484,2025-04-10 21:07:07,Uso Indebido en el Extranjero,Bajo,Falso Positivo,San José
FRD001059,TRX0044495,2025-07-22 10:57:26,Clonación de Tarjeta,Alto,Descartado,Guanacaste
FRD003692,TRX0049464,2024-10-21 04:01:03,Transacción No Reconocida,Alto,Falso Positivo,Limón
FRD004071,TRX0046635,2025-07-13 05:22:51,Phishing,Medio,En Investigación,Alajuela
FRD004141,TRX0021737,2025-08-11 02:02:22,Clonación de Tarjeta,Alto,Descartado,Guanacaste
FRD003964,TRX0021795,2026-03-19 12:47:09,Transacción No Reconocida,Bajo,Descartado,Cartgago
FRD006357,TRX0047445,2025-12-11 02:53:27,Suplantación de Comercio,Medio,En Investigación,SAN JOSE
FRD001845,TRX0000328,2026-02-21 02:07:08,Phishing,Alto,Falso Positivo,Guanacaste
FRD001447,TRX0047848,2026-02-05 13:25:37,Uso Indebido en el Extranjero,Bajo,Descartado,Puntarenas
FRD001215,TRX0010748,2026-04-17 11:24:04,Transacción No Reconocida,Alto,Confirmado,Cartgago
FRD002927,TRX0014427,2025-07-26 08:39:09,Robo de Identidad,Medio,Descartado,Heredia
FRD007583,TRX0005014,2026-02-19 06:57:28,Robo de Identidad,Bajo,Confirmado,Puntarenas
FRD007484,TRX0020633,2025-09-23 18:12:49,Phishing,Medio,Falso Positivo,Cartago
FRD003657,TRX0033181,2026-01-26 03:14:24,Suplantación de Comercio,Bajo,Descartado,Cartago
FRD005691,TRX0002561,2025-01-12 06:04:34,Phishing,Bajo,En Investigación,Cartago
FRD007273,TRX0033778,2026-04-28 10:51:42,Robo de Identidad,Alto,En Investigación,San José
FRD001581,TRX0039609,2025-07-10 12:23:42,Phishing,Alto,En Investigación,San José
FRD000542,TRX0029322,2025-01-17 21:12:59,Clonación de Tarjeta,Medio,Descartado,San José
FRD001144,TRX0042520,2025-04-29 08:08:46,Uso Indebido en el Extranjero,Bajo,En Investigación,Cartago
FRD001006,TRX0008893,2024-07-30 12:55:56,Robo de Identidad,Alto,Falso Positivo,Cartago
FRD004647,TRX0009436,2025-02-24 22:58:32,Phishing,Alto,Descartado,San José
FRD003667,TRX0007027,2025-08-06 22:40:05,Phishing,Bajo,En Investigación,Cartgago
FRD000198,TRX0016288,2025-08-26 14:31:24,Clonación de Tarjeta,Medio,Descartado,Heredia
FRD001661,TRX0037062,2025-07-25 10:45:07,Uso Indebido en el Extranjero,Medio,Falso Positivo,Cartago
FRD001012,TRX0006336,2026-04-28 13:10:08,Uso Indebido en el Extranjero,Bajo,Descartado,Guanacaste
FRD001588,TRX0024091,2025-03-17 13:03:46,Clonación de Tarjeta,Alto,Descartado,Puntarenas
FRD001049,TRX0003591,2024-07-03 20:35:49,Clonación de Tarjeta,Alto,En Investigación,Hereda
FRD005160,TRX0033733,2025-03-14 00:10:06,Suplantación de Comercio,Bajo,En Investigación,San José
FRD006623,TRX0031060,2026-01-06 14:21:20,Uso Indebido en el Extranjero,Medio,Falso Positivo,Puntarenas
FRD002591,TRX0007146,2025-11-21 03:39:42,Robo de Identidad,Medio,Falso Positivo,Hereda
FRD003528,TRX0004809,2025-09-27 18:55:33,Clonación de Tarjeta,Medio,Falso Positivo,Limón
FRD007944,TRX0031213,2024-12-01 14:51:09,Suplantación de Comercio,Medio,Falso Positivo,Guanacaste
FRD001032,TRX0035726,2024-11-08 11:16:35,Suplantación de Comercio,Alto,Descartado,puntarenas
FRD006341,TRX0040404,2024-11-13 08:46:16,Robo de Identidad,Medio,Confirmado,Alajuela
FRD002162,TRX0044811,2025-09-14 02:17:18,Robo de Identidad,Bajo,Confirmado,Puntarenas
FRD004696,TRX0004124,2024-11-16 12:13:24,Robo de Identidad,Alto,Falso Positivo,Guanacaste
FRD005338,TRX0010292,2024-09-02 09:10:12,Robo de Identidad,Medio,Falso Positivo,heredia
FRD006896,TRX0003509,2025-05-26 13:51:14,Uso Indebido en el Extranjero,Medio,Falso Positivo,San José
FRD005687,TRX0007117,2025-01-31 08:09:34,Phishing,Bajo,En Investigación,San José
FRD002386,TRX0006116,2025-11-18 04:37:32,Suplantación de Comercio,Alto,En Investigación,San José
FRD007617,TRX0037877,2026-01-20 01:22:17,Clonación de Tarjeta,Medio,Confirmado,Heredia
FRD003224,TRX0049048,2025-01-27 07:08:57,Suplantación de Comercio,Alto,Falso Positivo, San José
FRD005770,TRX0033959,2025-10-25 23:57:12,Uso Indebido en el Extranjero,Medio,Confirmado, San José
FRD005603,TRX0021850,2026-03-12 21:51:13,Uso Indebido en el Extranjero,Alto,Descartado,Alajuela
FRD007729,TRX0031401,2024-08-29 01:29:13,Transacción No Reconocida,Medio,En Investigación,San José
FRD002859,TRX0026949,2024-12-17 04:21:56,Robo de Identidad,Bajo,En Investigación,San José
FRD003440,TRX0037617,2025-07-17 11:57:26,Robo de Identidad,Bajo,Descartado,Guanacaste
FRD006270,TRX0036145,2025-10-06 20:03:23,Clonación de Tarjeta,Alto,En Investigación,Puntarenas
FRD004021,TRX0005901,2025-11-27 05:49:15,Clonación de Tarjeta,Medio,Falso Positivo,puntarenas
FRD003620,TRX0042413,2025-02-26 06:21:39,Suplantación de Comercio,Medio,En Investigación, Guanacaste
FRD007553,TRX0014756,2026-03-10 08:08:11,Uso Indebido en el Extranjero,Medio,Falso Positivo,Alajuela
FRD006230,TRX0038517,2026-04-27 10:49:47,Uso Indebido en el Extranjero,Alto,En Investigación,Limón
FRD001191,TRX0049978,2025-10-20 17:10:42,Phishing,Alto,En Investigación,Guanacaste
FRD000026,TRX0046234,2025-02-10 18:13:25,Phishing,Alto,En Investigación,Alajuela
FRD000715,TRX0040341,2025-01-25 22:41:47,Robo de Identidad,Medio,Confirmado,Alajuela
FRD002737,TRX0036402,2026-05-07 23:38:59,Transacción No Reconocida,Medio,Falso Positivo,Cartgago
FRD002821,TRX0001941,2025-03-09 22:26:34,Phishing,Medio,En Investigación,Cartago
FRD006685,TRX0036169,2025-03-06 13:31:56,Clonación de Tarjeta,Alto,Descartado,Limón
FRD001550,TRX0020165,2025-10-01 04:34:16,Robo de Identidad,Alto,Falso Positivo,Cartgago
FRD001245,TRX0036889,2025-09-15 04:08:48,Transacción No Reconocida,Medio,Falso Positivo,Cartago
FRD006244,TRX0022575,2024-12-11 02:54:53,Phishing,Medio,Confirmado,Cartago
FRD004240,TRX0011309,2024-11-07 20:47:11,Robo de Identidad,Medio,Confirmado,Heredia
FRD005779,TRX0005872,2026-05-20 09:56:01,Uso Indebido en el Extranjero,Alto,Falso Positivo,Alajuela
FRD000719,TRX0001174,2025-11-16 11:17:39,Robo de Identidad,Alto,En Investigación,Hereda
FRD007340,TRX0046335,2026-04-22 04:05:26,Phishing,Medio,Confirmado,Guanacaste
FRD007795,TRX0027038,2024-11-12 12:27:04,Suplantación de Comercio,Medio,Confirmado,Cartago
FRD001620,TRX0012352,2025-10-08 23:29:14,Robo de Identidad,Bajo,Confirmado,Cartgago
FRD000228,TRX0044260,2025-09-07 11:26:11,Uso Indebido en el Extranjero,Medio,Confirmado,Alajuela
FRD003245,TRX0047242,2024-07-15 14:36:22,Transacción No Reconocida,Alto,Confirmado,Limón
FRD004857,TRX0025667,2025-10-14 19:56:43,Transacción No Reconocida,Alto,Falso Positivo,Hereda
FRD007524,TRX0002521,2024-10-25 23:18:10,Uso Indebido en el Extranjero,Bajo,En Investigación,Alajuela
FRD000889,TRX0039372,2025-10-04 06:15:29,Uso Indebido en el Extranjero,Alto,En Investigación,Hereda
FRD006768,TRX0033981,2026-02-16 05:24:31,Clonación de Tarjeta,Alto,Falso Positivo,Hereda
FRD003828,TRX0007184,2024-08-27 02:26:05,Uso Indebido en el Extranjero,Alto,Confirmado,Alajuela
FRD007965,TRX0026267,2024-07-10 13:44:10,Phishing,Alto,Confirmado,Guanacaste
FRD001187,TRX0006012,2026-06-04 22:04:51,Transacción No Reconocida,Bajo,Falso Positivo,Guanacaste
FRD007348,TRX0027814,2025-01-03 05:43:40,Transacción No Reconocida,Alto,En Investigación,Limón
FRD003536,TRX0035827,2025-07-25 01:37:28,Clonación de Tarjeta,Medio,Descartado,Alajuela
FRD003232,TRX0047684,2024-07-31 10:00:49,Suplantación de Comercio,Alto,En Investigación,Limón
FRD003074,TRX0010607,2025-06-08 23:12:22,Clonación de Tarjeta,Medio,En Investigación,Puntarenas
FRD004694,TRX0040322,2025-12-13 00:18:30,Robo de Identidad,Medio,Falso Positivo,Puntarenas
FRD006048,TRX0019908,2026-03-08 03:05:52,Clonación de Tarjeta,Medio,Confirmado,Guanacaste
FRD001948,TRX0021286,2025-07-23 01:10:23,Robo de Identidad,Alto,Descartado,Cartago
FRD000831,TRX0019084,2026-01-13 23:11:44,Transacción No Reconocida,Medio,Descartado,  Limón
FRD006544,TRX0032638,2024-10-02 19:12:35,Uso Indebido en el Extranjero,Alto,Confirmado, San José
FRD006436,TRX0005558,2026-03-10 04:19:54,Suplantación de Comercio,Medio,Confirmado,Puntarenas
FRD000972,TRX0028856,2026-02-26 03:02:39,Suplantación de Comercio,Alto,Descartado,Puntarenas
FRD003025,TRX0047322,2025-05-14 01:07:32,Suplantación de Comercio,Bajo,Falso Positivo,San José
FRD001065,TRX0002790,2025-06-23 22:45:03,Clonación de Tarjeta,Bajo,Confirmado,Guanacaste
FRD006011,TRX0020215,2024-08-02 01:43:28,Robo de Identidad,Bajo,Descartado,Heredia
FRD002224,TRX0008634,2025-04-30 23:17:22,Transacción No Reconocida,Medio,Falso Positivo,Hereda
FRD004626,TRX0038126,2025-12-12 18:25:51,Suplantación de Comercio,Alto,Descartado,Cartago
FRD006614,TRX0002398,2026-04-03 19:43:57,Clonación de Tarjeta,Alto,Falso Positivo,guanacaste
FRD000752,TRX0020477,2025-04-13 05:22:34,Uso Indebido en el Extranjero,Medio,En Investigación,Limón
FRD006385,TRX0042184,2025-08-05 06:25:28,Phishing,Alto,Falso Positivo,San José
FRD004219,TRX0000649,2026-06-16 08:13:56,Clonación de Tarjeta,Alto,Falso Positivo,Limón
FRD003422,TRX0033936,2026-01-08 17:40:43,Uso Indebido en el Extranjero,Alto,En Investigación,San José
FRD005903,TRX0006713,2025-03-17 10:50:20,Robo de Identidad,Medio,Descartado,San José
FRD001672,TRX0036196,2026-05-01 06:50:57,Phishing,Alto,Falso Positivo,hereda
FRD003016,TRX0025361,2026-04-03 11:35:13,Transacción No Reconocida,Alto,Confirmado,Heredia
FRD007248,TRX0029677,2024-09-17 04:16:05,Transacción No Reconocida,Medio,Falso Positivo,ALAJUELA
FRD005789,TRX0018406,2026-02-03 05:07:10,Uso Indebido en el Extranjero,Medio,Descartado,Hereda
FRD002026,TRX0047433,2025-12-04 18:50:38,Robo de Identidad,Alto,Confirmado,Puntarenas
FRD001175,TRX0028773,2025-07-16 16:23:18,Uso Indebido en el Extranjero,Alto,En Investigación,San José
FRD001623,TRX0041861,2025-02-24 08:23:21,Clonación de Tarjeta,Alto,Falso Positivo,San José
FRD000886,TRX0011586,2026-03-11 15:51:01,Suplantación de Comercio,Alto,Falso Positivo,Cartago
FRD002948,TRX0019333,2025-10-06 15:04:15,Suplantación de Comercio,Alto,En Investigación,Guanacaste
FRD001660,TRX0010140,2024-09-28 22:33:51,Transacción No Reconocida,Bajo,En Investigación,Heredia
FRD003918,TRX0003081,2024-11-05 10:55:36,Transacción No Reconocida,Bajo,En Investigación,Heredia
FRD006283,TRX0030784,2026-02-24 21:55:31,Phishing,Bajo,En Investigación,Cartago
FRD004306,TRX0035124,2025-07-31 11:57:15,Phishing,Medio,En Investigación,Alajuela
FRD002876,TRX0039446,2025-11-29 21:57:18,Transacción No Reconocida,Alto,Confirmado,Cartago
FRD006108,TRX0034364,2025-01-21 01:49:03,Transacción No Reconocida,Medio,Confirmado,Hereda
FRD004715,TRX0023594,2025-10-02 05:36:42,Robo de Identidad,Bajo,Confirmado,Guanacaste
FRD001938,TRX0033995,2024-07-17 10:24:59,Suplantación de Comercio,Alto,Descartado,Cartago
FRD005136,TRX0035531,2026-02-23 07:51:22,Transacción No Reconocida,Bajo,Falso Positivo,Cartgago
FRD005452,TRX0004212,2025-09-05 20:17:37,Phishing,Medio,Falso Positivo,Cartgago
FRD003175,TRX0012480,2024-09-01 14:46:56,Suplantación de Comercio,Bajo,Descartado,San José
FRD001257,TRX0037234,2026-05-19 10:49:53,Suplantación de Comercio,Medio,En Investigación,Puntarenas
FRD007471,TRX0044175,2026-04-14 16:04:42,Suplantación de Comercio,,Confirmado,Limón
FRD007597,TRX0036228,2026-05-26 14:09:39,Clonación de Tarjeta,Bajo,Confirmado,Cartago
FRD005430,TRX0026384,2026-05-27 20:07:01,Transacción No Reconocida,Alto,En Investigación,Cartgago
