transaction_id,card_id,merchant_id,fecha_transaccion,monto,puntos,provincia
TRX0000415,T000088,M0060,2024-01-01,534.0,61,San José
TRX0000416,T000345,M0013,2024-01-01,-50.0,91,Guanacaste
TRX0000417,T000058,M0097,2024-01-01,507.91,77,Cartago
TRX0000418,T000345,M0061,2024-01-01,1253.8,2,Heredia
TRX0000419,T000012,M0029,2024-01-01,,12,Cartago
TRX0000420,T000109,M0050,2024-01-01,,88,Alajuela
TRX0000421,T000370,M0035,2024-01-01,1291.65,3,Limón
TRX0000422,T000053,M0043,2024-01-01,,49,Cartago
TRX0000423,T000082,M0023,2024-01-01,1959.96,18,Guanacaste
TRX0000424,T000142,M0026,2024-01-01,1185.75,12,Alajuela
TRX0000425,T000056,M0022,2024-01-01,377.47,95,Heredia
TRX0000426,T000187,M0056,2024-01-01,1610.7,84,Guanacaste
TRX0000427,T000305,M0084,2024-01-01,-100.0,78,Alajuela
TRX0000428,T000306,M0007,2024-01-01,,25,Heredia
TRX0000429,T000008,M0075,2024-01-01,1066.03,3,Cartago
TRX0000430,T000279,M0100,2024-01-01,-100.0,47,Heredia
TRX0000431,T000132,M0088,2024-01-01,764.92,37,Guanacaste
TRX0000432,T000095,M0098,2024-01-01,-100.0,42,Cartago
TRX0000433,T000067,M0092,2024-01-01,1653.08,31,Limón
TRX0000434,T000358,M0024,2024-01-01,337.6,80,Heredia
TRX0000435,T000110,M0019,2024-01-01,,85,Guanacaste
TRX0000436,T000394,M0011,2024-01-01,-100.0,83,Cartago
TRX0000437,T000304,M0062,2024-01-01,,10,Limón
TRX0000438,T000115,M0093,2024-01-01,-50.0,28,San José
TRX0000439,T000275,M0018,2024-01-01,-50.0,17,Heredia
TRX0000440,T000073,M0054,2024-01-01,,28,Limón
TRX0000441,T000323,M0055,2024-01-01,,15,San José
TRX0000442,T000352,M0081,2024-01-01,385.29,98,Puntarenas
TRX0000443,T000356,M0026,2024-01-01,,18,Guanacaste
TRX0000444,T000012,M0068,2024-01-01,1149.56,63,Limón
TRX0000445,T000073,M0092,2024-01-01,1428.58,37,Guanacaste
TRX0000446,T000374,M0073,2024-01-01,,91,Puntarenas
TRX0000447,T000185,M0047,2024-01-01,689.91,14,Cartago
TRX0000448,T000209,M0007,2024-01-01,-100.0,83,Guanacaste
TRX0000449,T000397,M0021,2024-01-01,982.48,4,San José
TRX0000450,T000043,M0097,2024-01-01,1517.17,85,San José
TRX0000451,T000038,M0044,2024-01-01,-50.0,80,Puntarenas
TRX0000452,T000163,M0032,2024-01-01,308.29,17,Puntarenas
TRX0000453,T000114,M0038,2024-01-01,790.72,96,San José
TRX0000454,T000074,M0090,2024-01-01,680.85,91,San José
TRX0000455,T000259,M0035,2024-01-01,-50.0,43,San José
TRX0000456,T000297,M0079,2024-01-01,741.27,96,Heredia
TRX0000457,T000187,M0008,2024-01-01,,21,Limón
TRX0000458,T000373,M0085,2024-01-01,51.99,89,Guanacaste
TRX0000459,T000174,M0064,2024-01-01,,9,Puntarenas
TRX0000460,T000350,M0062,2024-01-01,-100.0,70,San José
TRX0000461,T000124,M0077,2024-01-01,-50.0,27,Puntarenas
TRX0000462,T000060,M0035,2024-01-01,417.58,88,Puntarenas
TRX0000463,T000331,M0097,2024-01-01,-100.0,55,Limón
TRX0000464,T000386,M0079,2024-01-01,-50.0,68,Alajuela
TRX0000465,T000357,M0064,2024-01-01,-50.0,75,Puntarenas
TRX0000466,T000061,M0080,2024-01-01,,83,Puntarenas
TRX0000467,T000121,M0086,2024-01-01,1793.24,14,Puntarenas
TRX0000468,T000187,M0038,2024-01-01,-50.0,44,Cartago
TRX0000469,T000304,M0096,2024-01-01,-100.0,65,Alajuela
TRX0000470,T000002,M0043,2024-01-01,,68,Limón
TRX0000471,T000246,M0003,2024-01-01,,91,San José
TRX0000472,T000354,M0031,2024-01-01,850.67,79,Guanacaste
TRX0000473,T000350,M0082,2024-01-01,420.52,9,Cartago
TRX0000474,T000360,M0068,2024-01-01,589.48,2,Limón
TRX0000475,T000079,M0027,2024-01-01,104.05,41,Limón
TRX0000476,T000322,M0090,2024-01-01,1586.17,51,Cartago
TRX0000477,T000159,M0071,2024-01-01,30.38,61,Alajuela
TRX0000478,T000197,M0053,2024-01-01,-100.0,27,San José
TRX0000479,T000031,M0014,2024-01-01,734.09,5,Cartago
TRX0000480,T000358,M0031,2024-01-01,1260.46,33,Alajuela
TRX0000481,T000279,M0032,2024-01-01,890.2,48,Cartago
TRX0000482,T000016,M0082,2024-01-01,729.68,84,Cartago
TRX0000483,T000109,M0088,2024-01-01,1068.65,48,Alajuela
TRX0000484,T000237,M0025,2024-01-01,,43,Guanacaste
TRX0000485,T000290,M0073,2024-01-01,1039.57,32,Cartago
TRX0000486,T000103,M0031,2024-01-01,1505.43,62,Puntarenas
TRX0000487,T000109,M0022,2024-01-01,,39,Cartago
TRX0000488,T000128,M0088,2024-01-01,28.28,10,Alajuela
TRX0000489,T000253,M0077,2024-01-01,1922.08,19,Guanacaste
TRX0000490,T000383,M0076,2024-01-01,1511.62,46,Puntarenas
TRX0000491,T000045,M0081,2024-01-01,200.23,50,Limón
TRX0000492,T000357,M0082,2024-01-01,780.17,51,San José
TRX0000493,T000245,M0074,2024-01-01,-100.0,97,Cartago
TRX0000494,T000176,M0095,2024-01-01,362.37,10,Heredia
TRX0000495,T000225,M0005,2024-01-01,1238.55,5,Cartago
TRX0000496,T000258,M0064,2024-01-01,126.26,60,Alajuela
TRX0000497,T000297,M0044,2024-01-01,-100.0,60,Heredia
TRX0000498,T000261,M0020,2024-01-01,-100.0,15,Guanacaste
TRX0000499,T000377,M0088,2024-01-01,,84,Heredia
TRX0000500,T000142,M0086,2024-01-01,673.38,5,Heredia
TRX0000501,T000079,M0009,2024-01-01,-100.0,6,Guanacaste
TRX0000502,T000103,M0058,2024-01-01,1217.5,68,Limón
TRX0000503,T000017,M0017,2024-01-01,,63,Alajuela
TRX0000504,T000242,M0037,2024-01-01,1467.78,56,Cartago
TRX0000505,T000138,M0078,2024-01-01,1932.99,75,Puntarenas
TRX0000506,T000355,M0002,2024-01-01,-50.0,20,Guanacaste
TRX0000507,T000062,M0070,2024-01-01,1128.73,32,Heredia
TRX0000508,T000214,M0007,2024-01-01,234.07,29,Cartago
TRX0000509,T000206,M0056,2024-01-01,1474.87,55,Alajuela
TRX0000510,T000063,M0027,2024-01-01,,10,Guanacaste
TRX0000511,T000016,M0089,2024-01-01,1095.13,51,Cartago
TRX0000512,T000035,M0033,2024-01-01,-50.0,88,Guanacaste
TRX0000513,T000382,M0046,2024-01-01,262.46,20,Puntarenas
TRX0000514,T000177,M0070,2024-01-01,,76,Heredia
TRX0000515,T000356,M0080,2024-01-01,,37,Cartago
TRX0000516,T000321,M0029,2024-01-01,1294.72,36,Limón
TRX0000517,T000263,M0031,2024-01-01,1791.26,21,Puntarenas
TRX0000518,T000252,M0048,2024-01-01,-50.0,76,Limón
TRX0000519,T000043,M0063,2024-01-01,327.23,95,Cartago
TRX0000520,T000062,M0006,2024-01-01,-50.0,7,Heredia
TRX0000521,T000108,M0041,2024-01-01,85.0,70,Puntarenas
TRX0000522,T000038,M0053,2024-01-01,,9,Limón
TRX0000523,T000054,M0014,2024-01-01,1356.21,90,Heredia
TRX0000524,T000340,M0053,2024-01-01,1288.4,87,Limón
TRX0000525,T000075,M0042,2024-01-01,767.65,41,Limón
TRX0000526,T000337,M0017,2024-01-01,-100.0,91,Alajuela
TRX0000527,T000132,M0048,2024-01-01,-50.0,62,Limón
TRX0000528,T000196,M0010,2024-01-01,118.93,29,Puntarenas
TRX0000529,T000164,M0098,2024-01-01,1852.43,25,San José
TRX0000530,T000337,M0006,2024-01-01,-50.0,20,Guanacaste
TRX0000531,T000166,M0025,2024-01-01,-100.0,76,Guanacaste
TRX0000532,T000067,M0039,2024-01-01,22.31,27,Puntarenas
TRX0000533,T000269,M0018,2024-01-01,-100.0,75,Heredia
TRX0000534,T000167,M0004,2024-01-01,-50.0,51,Limón
TRX0000535,T000324,M0001,2024-01-01,-100.0,50,Cartago
TRX0000536,T000335,M0037,2024-01-01,1859.0,30,Heredia
TRX0000537,T000049,M0009,2024-01-01,1305.33,41,Heredia
TRX0000538,T000177,M0028,2024-01-01,1632.57,7,Cartago
TRX0000539,T000241,M0004,2024-01-01,1481.64,47,Heredia
TRX0000540,T000034,M0003,2024-01-01,-50.0,11,Limón
TRX0000541,T000275,M0032,2024-01-01,-100.0,69,Heredia
TRX0000542,T000259,M0046,2024-01-01,269.46,73,Limón
TRX0000543,T000076,M0018,2024-01-01,1984.23,58,San José
TRX0000544,T000040,M0046,2024-01-01,-50.0,2,Limón
TRX0000545,T000153,M0083,2024-01-01,67.62,70,Puntarenas
TRX0000546,T000308,M0033,2024-01-01,492.15,73,San José
TRX0000547,T000188,M0044,2024-01-01,-50.0,82,Puntarenas
TRX0000548,T000257,M0055,2024-01-01,1033.58,27,Puntarenas
TRX0000549,T000133,M0022,2024-01-01,-100.0,36,Cartago
TRX0000550,T000080,M0058,2024-01-01,932.99,98,Heredia
TRX0000551,T000119,M0091,2024-01-01,-100.0,73,Puntarenas
TRX0000552,T000296,M0085,2024-01-01,1703.36,76,Alajuela
TRX0000553,T000394,M0074,2024-01-01,130.99,21,Heredia
TRX0000554,T000083,M0005,2024-01-01,-50.0,90,Guanacaste
TRX0000555,T000351,M0098,2024-01-01,-100.0,29,Guanacaste
TRX0000556,T000337,M0040,2024-01-01,292.27,59,Alajuela
TRX0000557,T000190,M0069,2024-01-01,,97,Limón
TRX0000558,T000004,M0084,2024-01-01,1322.11,3,Alajuela
TRX0000559,T000194,M0060,2024-01-01,420.28,73,Alajuela
TRX0000560,T000186,M0075,2024-01-01,-50.0,24,Alajuela
TRX0000561,T000362,M0001,2024-01-01,1479.43,57,Heredia
TRX0000562,T000064,M0013,2024-01-01,1869.19,73,San José
TRX0000563,T000265,M0072,2024-01-01,1798.66,20,Puntarenas
TRX0000564,T000087,M0023,2024-01-01,58.61,10,Alajuela
TRX0000565,T000120,M0030,2024-01-01,1630.76,58,Heredia
TRX0000566,T000246,M0016,2024-01-01,,93,Limón
TRX0000567,T000286,M0023,2024-01-01,-50.0,63,Alajuela
TRX0000568,T000273,M0099,2024-01-01,,69,Heredia
TRX0000569,T000085,M0048,2024-01-01,-50.0,66,Cartago
TRX0000570,T000171,M0021,2024-01-01,-50.0,20,Alajuela
TRX0000571,T000108,M0034,2024-01-01,1629.04,51,Cartago
TRX0000572,T000038,M0069,2024-01-01,1589.99,63,Puntarenas
TRX0000573,T000310,M0059,2024-01-01,222.26,76,San José
TRX0000574,T000098,M0075,2024-01-01,-100.0,69,Limón
TRX0000575,T000287,M0090,2024-01-01,-100.0,90,Guanacaste
TRX0000576,T000292,M0018,2024-01-01,1700.9,62,Puntarenas
TRX0000577,T000267,M0035,2024-01-01,1155.65,75,Cartago
TRX0000578,T000044,M0032,2024-01-01,1133.49,1,Alajuela
TRX0000579,T000125,M0066,2024-01-01,-100.0,3,Puntarenas
TRX0000580,T000214,M0039,2024-01-01,713.46,3,San José
TRX0000581,T000346,M0001,2024-01-01,1053.56,74,Alajuela
TRX0000582,T000223,M0089,2024-01-01,-100.0,93,Alajuela
TRX0000583,T000393,M0072,2024-01-01,1629.41,42,Alajuela
TRX0000584,T000118,M0038,2024-01-01,839.32,100,Cartago
TRX0000585,T000016,M0095,2024-01-01,-100.0,28,Cartago
TRX0000586,T000326,M0078,2024-01-01,87.17,47,Guanacaste
TRX0000587,T000357,M0001,2024-01-01,1917.41,93,Cartago
TRX0000588,T000204,M0074,2024-01-01,617.33,20,Limón
TRX0000589,T000002,M0001,2024-01-01,-100.0,86,San José
TRX0000590,T000350,M0098,2024-01-01,1466.45,59,Puntarenas
TRX0000591,T000380,M0040,2024-01-01,661.83,63,Guanacaste
TRX0000592,T000344,M0010,2024-01-01,1755.23,59,Alajuela
TRX0000593,T000257,M0078,2024-01-01,653.38,41,Heredia
TRX0000594,T000153,M0006,2024-01-01,1298.36,80,Guanacaste
TRX0000595,T000095,M0042,2024-01-01,1975.32,95,Limón
TRX0000596,T000293,M0075,2024-01-01,,6,Cartago
TRX0000597,T000147,M0099,2024-01-01,65.9,93,Alajuela
TRX0000598,T000181,M0033,2024-01-01,1019.73,16,Cartago
TRX0000599,T000361,M0068,2024-01-01,431.22,69,Alajuela
TRX0000600,T000316,M0021,2024-01-01,,75,Heredia
TRX0000601,T000120,M0094,2024-01-01,-50.0,27,Cartago
TRX0000602,T000263,M0074,2024-01-01,-50.0,12,Heredia
TRX0000603,T000172,M0042,2024-01-01,430.09,65,Limón
TRX0000604,T000395,M0036,2024-01-01,,16,Cartago
TRX0000605,T000117,M0043,2024-01-01,1761.41,98,Cartago
TRX0000606,T000115,M0033,2024-01-01,,27,Guanacaste
TRX0000607,T000394,M0021,2024-01-01,1818.28,2,Puntarenas
TRX0000608,T000255,M0018,2024-01-01,-50.0,78,Limón
TRX0000609,T000339,M0030,2024-01-01,,20,Heredia
TRX0000610,T000143,M0027,2024-01-01,,91,Alajuela
TRX0000611,T000087,M0076,2024-01-01,-100.0,60,Cartago
TRX0000612,T000239,M0006,2024-01-01,-100.0,35,Limón
TRX0000613,T000117,M0054,2024-01-01,1899.91,76,Alajuela
TRX0000614,T000283,M0027,2024-01-01,-100.0,54,Limón
TRX0000615,T000214,M0006,2024-01-01,1101.88,7,San José
TRX0000616,T000133,M0093,2024-01-01,-50.0,46,Heredia
TRX0000617,T000002,M0065,2024-01-01,714.94,54,Limón
TRX0000618,T000035,M0018,2024-01-01,1791.21,41,San José
TRX0000619,T000327,M0001,2024-01-01,1440.54,83,Puntarenas
TRX0000620,T000268,M0018,2024-01-01,,81,Heredia
TRX0000621,T000257,M0099,2024-01-01,754.92,91,Guanacaste
TRX0000622,T000372,M0074,2024-01-01,1200.38,13,Limón
TRX0000623,T000316,M0043,2024-01-01,-100.0,89,Heredia
TRX0000624,T000063,M0098,2024-01-01,603.31,26,Puntarenas
TRX0000625,T000196,M0027,2024-01-01,1883.53,100,Cartago
TRX0000626,T000345,M0084,2024-01-01,1783.13,89,Alajuela
TRX0000627,T000083,M0089,2024-01-01,,19,Heredia
TRX0000628,T000383,M0005,2024-01-01,927.66,42,Limón
TRX0000629,T000246,M0048,2024-01-01,946.71,4,Heredia
TRX0000630,T000249,M0095,2024-01-01,-100.0,38,Limón
TRX0000631,T000306,M0022,2024-01-01,-50.0,80,Alajuela
TRX0000632,T000205,M0050,2024-01-01,987.54,79,San José
TRX0000633,T000246,M0024,2024-01-01,95.63,57,Limón
TRX0000634,T000183,M0089,2024-01-01,884.01,59,Puntarenas
TRX0000635,T000067,M0009,2024-01-01,-50.0,81,Cartago
TRX0000636,T000060,M0091,2024-01-01,950.81,83,Alajuela
TRX0000637,T000094,M0018,2024-01-01,1101.05,89,Alajuela
TRX0000638,T000277,M0015,2024-01-01,181.71,6,Heredia
TRX0000639,T000118,M0044,2024-01-01,-100.0,63,San José
TRX0000640,T000106,M0089,2024-01-01,,81,Heredia
TRX0000641,T000045,M0065,2024-01-01,1562.93,10,Guanacaste
TRX0000642,T000068,M0008,2024-01-01,48.11,1,Heredia
TRX0000643,T000001,M0042,2024-01-01,,97,Guanacaste
TRX0000644,T000097,M0051,2024-01-01,617.68,76,San José
TRX0000645,T000026,M0074,2024-01-01,813.8,62,Alajuela
TRX0000646,T000043,M0011,2024-01-01,904.14,42,Limón
TRX0000647,T000105,M0044,2024-01-01,-100.0,29,Limón
TRX0000648,T000241,M0007,2024-01-01,-100.0,87,Heredia
TRX0000649,T000191,M0042,2024-01-01,398.2,82,Alajuela
TRX0000650,T000338,M0041,2024-01-01,-100.0,5,San José
TRX0000651,T000229,M0009,2024-01-01,,71,Alajuela
TRX0000652,T000056,M0083,2024-01-01,891.69,49,Heredia
TRX0000653,T000399,M0012,2024-01-01,,32,Limón
TRX0000654,T000263,M0053,2024-01-01,1335.39,62,Limón
TRX0000655,T000256,M0072,2024-01-01,228.42,92,Guanacaste
TRX0000656,T000359,M0029,2024-01-01,1063.68,49,Alajuela
TRX0000657,T000012,M0050,2024-01-01,879.95,47,Guanacaste
TRX0000658,T000120,M0023,2024-01-01,1611.23,79,Guanacaste
TRX0000659,T000197,M0011,2024-01-01,883.89,70,Cartago
TRX0000660,T000029,M0031,2024-01-01,497.67,37,San José
TRX0000661,T000033,M0088,2024-01-01,1539.37,95,Limón
TRX0000662,T000160,M0060,2024-01-01,1999.07,15,Guanacaste
TRX0000663,T000022,M0051,2024-01-01,682.61,74,Limón
TRX0000664,T000348,M0086,2024-01-01,-100.0,70,Guanacaste
TRX0000665,T000208,M0097,2024-01-01,-50.0,79,Guanacaste
TRX0000666,T000201,M0084,2024-01-01,-100.0,23,Guanacaste
TRX0000667,T000295,M0009,2024-01-01,-50.0,32,Limón
TRX0000668,T000209,M0099,2024-01-01,864.59,7,Puntarenas
TRX0000669,T000324,M0030,2024-01-01,716.99,70,Alajuela
TRX0000670,T000209,M0069,2024-01-01,-100.0,75,Limón
TRX0000671,T000277,M0082,2024-01-01,-50.0,58,San José
TRX0000672,T000379,M0024,2024-01-01,-100.0,89,San José
TRX0000673,T000290,M0088,2024-01-01,-100.0,49,Puntarenas
TRX0000674,T000023,M0100,2024-01-01,-50.0,79,Limón
TRX0000675,T000354,M0011,2024-01-01,,87,Guanacaste
TRX0000676,T000306,M0043,2024-01-01,1944.85,89,Cartago
TRX0000677,T000131,M0091,2024-01-01,1472.5,64,San José
TRX0000678,T000133,M0010,2024-01-01,563.43,57,Limón
TRX0000679,T000315,M0001,2024-01-01,212.31,30,San José
TRX0000680,T000079,M0069,2024-01-01,512.02,18,Cartago
TRX0000681,T000028,M0096,2024-01-01,1615.14,51,Cartago
TRX0000682,T000223,M0062,2024-01-01,1481.52,17,Cartago
TRX0000683,T000021,M0065,2024-01-01,1923.4,18,San José
TRX0000684,T000379,M0019,2024-01-01,1480.95,18,Puntarenas
TRX0000685,T000094,M0076,2024-01-01,-100.0,40,Puntarenas
TRX0000686,T000057,M0079,2024-01-01,1708.12,95,Guanacaste
TRX0000687,T000382,M0012,2024-01-01,,79,Heredia
TRX0000688,T000021,M0041,2024-01-01,600.43,94,Heredia
TRX0000689,T000131,M0043,2024-01-01,1827.42,23,San José
TRX0000690,T000042,M0094,2024-01-01,1803.32,91,Cartago
TRX0000691,T000318,M0024,2024-01-01,718.66,34,Cartago
TRX0000692,T000250,M0060,2024-01-01,1468.78,7,Cartago
TRX0000693,T000180,M0052,2024-01-01,-100.0,6,San José
TRX0000694,T000354,M0021,2024-01-01,,28,Limón
TRX0000695,T000344,M0024,2024-01-01,866.8,75,San José
TRX0000696,T000096,M0086,2024-01-01,621.6,39,Puntarenas
TRX0000697,T000240,M0081,2024-01-01,-50.0,60,Guanacaste
TRX0000698,T000170,M0076,2024-01-01,1964.96,59,Alajuela
TRX0000699,T000339,M0013,2024-01-01,,32,San José
TRX0000700,T000286,M0019,2024-01-01,1698.94,11,Puntarenas
TRX0000701,T000349,M0026,2024-01-01,-50.0,34,Cartago
TRX0000702,T000340,M0096,2024-01-01,1724.72,49,Puntarenas
TRX0000703,T000098,M0100,2024-01-01,-50.0,29,Cartago
TRX0000704,T000010,M0060,2024-01-01,1438.69,76,Limón
TRX0000705,T000230,M0099,2024-01-01,1548.48,46,Cartago
TRX0000706,T000370,M0018,2024-01-01,-50.0,94,Cartago
TRX0000707,T000357,M0051,2024-01-01,625.27,19,Guanacaste
TRX0000708,T000207,M0018,2024-01-01,,44,Limón
TRX0000709,T000226,M0041,2024-01-01,1630.9,94,Guanacaste
TRX0000710,T000400,M0001,2024-01-01,-50.0,23,Heredia
TRX0000711,T000310,M0052,2024-01-01,,50,Puntarenas
TRX0000712,T000309,M0065,2024-01-01,,21,Limón
TRX0000713,T000292,M0009,2024-01-01,1155.89,3,Puntarenas
TRX0000714,T000064,M0055,2024-01-01,-50.0,12,Heredia
TRX0000715,T000304,M0075,2024-01-01,788.71,99,Limón
TRX0000716,T000323,M0004,2024-01-01,1417.57,1,Guanacaste
TRX0000717,T000267,M0009,2024-01-01,-100.0,9,Limón
TRX0000718,T000078,M0080,2024-01-01,1595.23,12,Puntarenas
TRX0000719,T000367,M0082,2024-01-01,,60,Limón
TRX0000720,T000182,M0066,2024-01-01,1860.31,94,San José
TRX0000721,T000082,M0077,2024-01-01,1009.52,50,Puntarenas
TRX0000722,T000077,M0043,2024-01-01,1303.63,43,Cartago
TRX0000723,T000059,M0033,2024-01-01,208.84,34,Puntarenas
TRX0000724,T000016,M0085,2024-01-01,590.88,59,Heredia
TRX0000725,T000053,M0060,2024-01-01,1530.37,39,Puntarenas
TRX0000726,T000262,M0051,2024-01-01,-50.0,67,Alajuela
TRX0000727,T000349,M0096,2024-01-01,-100.0,58,Alajuela
TRX0000728,T000171,M0002,2024-01-01,-50.0,48,Alajuela
TRX0000729,T000121,M0004,2024-01-01,562.03,92,Puntarenas
TRX0000730,T000385,M0046,2024-01-01,710.53,59,San José
TRX0000731,T000279,M0067,2024-01-01,-100.0,11,Puntarenas
TRX0000732,T000324,M0082,2024-01-01,,88,Cartago
TRX0000733,T000027,M0095,2024-01-01,1565.39,35,Limón
TRX0000734,T000272,M0070,2024-01-01,,27,Limón
TRX0000735,T000172,M0045,2024-01-01,677.0,72,Guanacaste
TRX0000736,T000168,M0054,2024-01-01,-100.0,39,Puntarenas
TRX0000737,T000128,M0066,2024-01-01,1353.81,29,San José
TRX0000738,T000130,M0072,2024-01-01,,86,San José
TRX0000739,T000063,M0014,2024-01-01,-50.0,94,Cartago
TRX0000740,T000049,M0085,2024-01-01,,89,Cartago
TRX0000741,T000383,M0010,2024-01-01,1274.62,2,Guanacaste
TRX0000742,T000129,M0064,2024-01-01,1792.32,26,San José
TRX0000743,T000394,M0073,2024-01-01,-50.0,14,Alajuela
TRX0000744,T000071,M0039,2024-01-01,1843.59,49,Puntarenas
TRX0000745,T000331,M0069,2024-01-01,210.45,84,Cartago
TRX0000746,T000051,M0035,2024-01-01,1963.57,17,Guanacaste
TRX0000747,T000111,M0074,2024-01-01,-100.0,25,Alajuela
TRX0000748,T000008,M0016,2024-01-01,,68,Alajuela
TRX0000749,T000016,M0071,2024-01-01,265.9,9,Heredia
TRX0000750,T000184,M0039,2024-01-01,1322.17,98,Cartago
TRX0000751,T000100,M0064,2024-01-01,-100.0,77,Puntarenas
TRX0000752,T000316,M0035,2024-01-01,-50.0,28,Guanacaste
TRX0000753,T000044,M0012,2024-01-01,208.27,80,Cartago
TRX0000754,T000270,M0051,2024-01-01,1911.9,85,Puntarenas
TRX0000755,T000257,M0033,2024-01-01,-100.0,52,Cartago
TRX0000756,T000122,M0033,2024-01-01,18.44,31,Guanacaste
TRX0000757,T000382,M0069,2024-01-01,-50.0,83,Cartago
TRX0000758,T000166,M0089,2024-01-01,,68,Heredia
TRX0000759,T000321,M0002,2024-01-01,,40,Limón
TRX0000760,T000070,M0079,2024-01-01,1789.56,40,Guanacaste
TRX0000761,T000292,M0053,2024-01-01,-50.0,50,Cartago
TRX0000762,T000207,M0068,2024-01-01,-50.0,90,Alajuela
TRX0000763,T000222,M0017,2024-01-01,1367.24,59,Alajuela
TRX0000764,T000353,M0080,2024-01-01,-100.0,74,Heredia
TRX0000765,T000365,M0028,2024-01-01,844.14,65,Limón
TRX0000766,T000014,M0001,2024-01-01,1925.31,44,Puntarenas
TRX0000767,T000301,M0076,2024-01-01,193.75,48,Guanacaste
TRX0000768,T000060,M0066,2024-01-01,1336.84,86,Limón
TRX0000769,T000385,M0049,2024-01-01,-100.0,74,San José
TRX0000770,T000100,M0082,2024-01-01,-100.0,7,San José
TRX0000771,T000182,M0091,2024-01-01,,60,Heredia
TRX0000772,T000102,M0059,2024-01-01,358.32,18,San José
TRX0000773,T000001,M0032,2024-01-01,-50.0,28,Heredia
TRX0000774,T000368,M0078,2024-01-01,,35,Heredia
TRX0000775,T000002,M0002,2024-01-01,-100.0,62,Guanacaste
TRX0000776,T000177,M0009,2024-01-01,,90,Limón
TRX0000777,T000278,M0081,2024-01-01,-50.0,100,Guanacaste
TRX0000778,T000306,M0037,2024-01-01,515.9,58,Limón
TRX0000779,T000303,M0096,2024-01-01,,82,Guanacaste
TRX0000780,T000389,M0009,2024-01-01,,97,Puntarenas
TRX0000781,T000296,M0036,2024-01-01,,81,Guanacaste
TRX0000782,T000031,M0053,2024-01-01,-50.0,34,Limón
TRX0000783,T000032,M0040,2024-01-01,175.23,16,Heredia
TRX0000784,T000003,M0036,2024-01-01,-100.0,57,San José
TRX0000785,T000228,M0004,2024-01-01,1778.73,35,Puntarenas
TRX0000786,T000258,M0018,2024-01-01,,60,Guanacaste
TRX0000787,T000161,M0031,2024-01-01,-50.0,7,Heredia
TRX0000788,T000235,M0087,2024-01-01,455.36,58,Alajuela
TRX0000789,T000165,M0045,2024-01-01,1864.69,72,Puntarenas
TRX0000790,T000229,M0061,2024-01-01,789.3,17,Cartago
TRX0000791,T000211,M0100,2024-01-01,928.58,46,San José
TRX0000792,T000144,M0020,2024-01-01,320.68,80,Guanacaste
TRX0000793,T000291,M0067,2024-01-01,1129.62,13,Alajuela
TRX0000794,T000395,M0001,2024-01-01,655.24,35,Cartago
TRX0000795,T000250,M0075,2024-01-01,93.78,2,Alajuela
TRX0000796,T000289,M0090,2024-01-01,-100.0,76,Heredia
TRX0000797,T000286,M0086,2024-01-01,1822.66,78,Heredia
TRX0000798,T000082,M0030,2024-01-01,1738.77,82,Puntarenas
TRX0000799,T000211,M0060,2024-01-01,1445.02,3,Alajuela
TRX0000800,T000013,M0087,2024-01-01,-100.0,87,Limón
TRX0000801,T000177,M0052,2024-01-01,-100.0,59,Alajuela
TRX0000802,T000335,M0001,2024-01-01,913.63,39,San José
TRX0000803,T000141,M0063,2024-01-01,-50.0,94,Alajuela
TRX0000804,T000256,M0001,2024-01-01,199.39,87,Puntarenas
TRX0000805,T000299,M0009,2024-01-01,,33,Cartago
TRX0000806,T000347,M0090,2024-01-01,1989.56,32,Puntarenas
TRX0000807,T000396,M0014,2024-01-01,1732.77,78,Guanacaste
TRX0000808,T000008,M0073,2024-01-01,1442.23,2,San José
TRX0000809,T000007,M0073,2024-01-01,,55,San José
TRX0000810,T000071,M0051,2024-01-01,1161.13,31,Cartago
TRX0000811,T000377,M0082,2024-01-01,-100.0,13,Cartago
TRX0000812,T000361,M0079,2024-01-01,998.62,83,Puntarenas
TRX0000813,T000235,M0071,2024-01-01,365.58,8,San José
TRX0000814,T000148,M0040,2024-01-01,1931.89,68,Puntarenas
TRX0000815,T000210,M0049,2024-01-01,532.95,92,Cartago
TRX0000816,T000178,M0013,2024-01-01,695.02,13,Alajuela
TRX0000817,T000125,M0073,2024-01-01,1801.07,29,Puntarenas
TRX0000818,T000294,M0075,2024-01-01,338.59,34,Guanacaste
TRX0000819,T000390,M0059,2024-01-01,-100.0,98,Guanacaste
TRX0000820,T000104,M0037,2024-01-01,716.05,26,Guanacaste
TRX0000821,T000305,M0096,2024-01-01,1355.6,6,Cartago
TRX0000822,T000047,M0022,2024-01-01,-100.0,27,Guanacaste
TRX0000823,T000348,M0050,2024-01-01,-50.0,27,Guanacaste
TRX0000824,T000336,M0055,2024-01-01,163.56,9,Puntarenas
TRX0000825,T000187,M0068,2024-01-01,1471.6,61,Alajuela
TRX0000826,T000345,M0087,2024-01-01,1028.3,45,Puntarenas
TRX0000827,T000229,M0088,2024-01-01,785.75,98,San José
TRX0000828,T000304,M0092,2024-01-01,-50.0,67,San José
TRX0000829,T000087,M0017,2024-01-01,586.14,79,San José
TRX0000830,T000264,M0018,2024-01-01,1361.9,35,Puntarenas
TRX0000831,T000032,M0093,2024-01-01,268.42,98,San José
